Metal,Relation,lag_months,N,pearson_r,p_raw,spearman_rho,spearman_p,p_BH
Copper,dONI_return,3,411,-0.13898086392861408,0.00476199905116085,-0.13378189534658194,0.006604842904832139,0.029167244188360208
Copper,dONI_return,4,410,-0.1614360315602363,0.0010366265945872125,-0.14488563093030088,0.003279127783216604,0.023278295902101086
Copper,dONI_return,5,409,-0.17575493258584265,0.0003551007958294394,-0.14777788995229027,0.0027359898541617898,0.017399938995642534
Copper,dONI_return,6,408,-0.15740120419117182,0.0014252017899245562,-0.11977725171853744,0.015491523685839123,0.023278295902101086
Copper,dONI_return,7,407,-0.10084799384577096,0.04200596533422297,-0.06461175003315692,0.19331200241275265,0.15833017702899427
Copper,dONI_return,8,406,-0.048040853359874465,0.33425966196840556,-0.025627363031379555,0.606644188065547,0.5283459173048991
Copper,dONI_return,9,405,0.023703019405638542,0.6343547220883013,0.01738655408519709,0.7272075141761728,0.8464016438311847
Copper,dONI_return,10,404,0.01539597556774465,0.7576906957833233,-3.560179190807628e-05,0.9994308131926898,0.9276994951515003
Copper,dONI_return,11,403,0.07596322528714922,0.1279051919738484,0.05370580662988347,0.28212227472942564,0.3133677203359286
Copper,dONI_return,12,402,0.06978377473634191,0.1625620500949487,0.034435442648576994,0.4911488239541577,0.3617294856652165
Copper,dONI_return,13,401,0.07623779925380597,0.12748027962075456,0.049839877547157255,0.3194707799442433,0.3133677203359286
Copper,dONI_return,14,400,0.04619949026449475,0.356742296912437,0.012656690969465282,0.8007691952999155,0.5462616421471692
Copper,dONI_return,15,399,0.023546486209798184,0.6391196086072211,-0.018719083494284892,0.709317425667342,0.8464016438311847
Copper,dONI_return,16,398,0.0030731062292460518,0.9512671525230542,-0.03024616258142393,0.54740791008209,0.9799714984940865
Copper,dONI_return,17,397,-0.009041251921462507,0.8574812815992547,-0.02150426909233422,0.6692570522892545,0.9549223363264427
Copper,dONI_return,18,396,-0.013086287364017868,0.7951709958441431,-0.006739299713807297,0.8936493382191382,0.9276994951515003
