scenario,oni,temperature,metals,ticker,start_price,mean_return,median_return,p05_return,p25_return,p75_return,p95_return,prob_positive,prob_gain20,prob_loss20,cvar05_return,median_end_price,p05_end_price,p95_end_price
ONI High | Temp High | Metals Down,High,High,Down,JCI,146.01,-0.036405223848738004,-0.03022856273315716,-0.23719517009462876,-0.10997550623151164,0.04130285801452105,0.14275136184567033,0.3879,0.0148,0.0847,-0.29429884010442925,141.5963275553317,111.37713321448325,166.85312634308633
ONI High | Temp High | Metals Down,High,High,Down,TT,442.52,0.037026705174652216,0.04023115366808372,-0.16950086263426123,-0.04600740143135748,0.12181487723019835,0.23795366493046635,0.6233,0.0927,0.0308,-0.2362528753722802,460.3230901212004,367.5124782670867,547.81925580503
ONI High | Temp High | Metals Down,High,High,Down,SPXC,191.82,-0.025981167193423447,-0.028652035033636947,-0.2288851562758254,-0.11007802612514889,0.05667546494544867,0.18310901284534434,0.4085,0.0391,0.0757,-0.2952889767803174,186.32396663984775,147.91524932317117,226.94397084399392
ONI High | Temp High | Metals Down,High,High,Down,Basket,100.0,0.05292666113488567,0.05889183281466581,-0.19701507408059,-0.03855463540530876,0.15259680527471026,0.2790218652544323,0.6583,0.1503,0.0488,-0.2704381101764535,105.88918328146659,80.29849259194101,127.90218652544323
ONI High | Temp High | Metals Base,High,High,Base,MOD,189.3,0.13684896827292356,0.10499340698203641,-0.3420495237119783,-0.09189596218114537,0.33374535209926326,0.7152216865731467,0.6388,0.387,0.1395,-0.44446200761861937,209.1752519416995,124.55002516132252,324.69146526829667
ONI High | Temp High | Metals Base,High,High,Base,AAON,79.795,0.016592437748986003,0.01550426025292917,-0.31455833334858296,-0.11231112241433688,0.14780581493524608,0.3326131602414511,0.534,0.1683,0.1263,-0.4067594814361755,81.0321624468825,54.694817790449825,106.33586712146659
ONI High | Temp High | Metals Base,High,High,Base,VRT,257.06,0.22870221953325462,0.21006903422961298,-0.2732527951314553,0.022468579530685928,0.42193320552296104,0.7875179007662765,0.772,0.5128,0.0813,-0.37157179709513527,311.0603459390643,186.8176364835081,459.499351570979
ONI High | Temp High | Metals Base,High,High,Base,NVT,162.38,-0.009704190731371621,-0.013146307972232762,-0.2366689678222091,-0.10352239058459886,0.07561199724193252,0.24137086408926034,0.4606,0.079,0.085,-0.2816151616473304,160.24530251146882,123.94969300502967,201.57380091081407
ONI High | Temp High | Metals Base,High,High,Base,JCI,146.01,-0.030797041960011422,-0.024584432290268132,-0.23275559825635536,-0.10479550798949963,0.04736330580183823,0.1494022462728546,0.4098,0.0176,0.0792,-0.29019161519855413,142.42042704129796,112.02535509858954,167.8242219782995
ONI High | Temp High | Metals Base,High,High,Base,TT,442.52,0.035427405925704446,0.03862691252897699,-0.17078165573246512,-0.0474786457481908,0.12008481793504205,0.2360444967704993,0.6194,0.0909,0.0316,-0.2374307237311587,459.6131813323229,366.9457017052695,546.9744107108813
ONI High | Temp High | Metals Base,High,High,Base,SPXC,191.82,-0.03799301465642289,-0.040630944676534886,-0.2383947402461681,-0.12105276977908258,0.04364427491573869,0.16851861221269032,0.3724,0.0303,0.0876,-0.30397965198216953,184.02617219214707,146.09112092598002,224.14524019463826
ONI High | Temp High | Metals Base,High,High,Base,Basket,100.0,0.04843954059043753,0.054057006987699774,-0.2010392819637036,-0.042767259909275296,0.14777057511838831,0.2737697424382201,0.6485,0.141,0.0502,-0.27334538678160686,105.40570069876998,79.89607180362964,127.376974243822
ONI High | Temp High | Metals Up,High,High,Up,MOD,189.3,0.15134859416194907,0.11908673992090468,-0.3336578762496284,-0.08031380027208354,0.3507562384846773,0.7370980074091819,0.655,0.4061,0.13,-0.43737655187078384,211.84311986702727,126.13856402594536,328.83265280255813
ONI High | Temp High | Metals Up,High,High,Up,AAON,79.795,-0.016257962130358974,-0.01731097601063647,-0.33670785168783257,-0.14099610325258347,0.11071535606074218,0.2895507946632226,0.4663,0.119,0.1616,-0.42592959084856086,78.41367066923127,52.9273969745694,102.89970566015185
ONI High | Temp High | Metals Up,High,High,Up,VRT,257.06,0.20970526341266704,0.19136016565210356,-0.2844890284043894,0.006660200225077961,0.3999487065269493,0.7598810994438853,0.7567,0.4884,0.0867,-0.3812879209905234,306.25104418252977,183.92925035836768,452.39503542304516
ONI High | Temp High | Metals Up,High,High,Up,NVT,162.38,0.006061634212591315,0.002564717368068181,-0.224516494475384,-0.08925018128719314,0.09273608309327702,0.2611338839370585,0.5075,0.0949,0.0708,-0.2701782460329647,162.7964588062269,125.92301162708715,204.78292007369956
ONI High | Temp High | Metals Up,High,High,Up,JCI,146.01,-0.025156220101791985,-0.018907452655051615,-0.228290187832202,-0.09958536183360997,0.05345902577447592,0.1560918392635468,0.4316,0.0206,0.0738,-0.2860604859867402,143.2493228378359,112.67734967462017,168.80096945087047
ONI High | Temp High | Metals Up,High,High,Up,TT,442.52,0.03383057311091399,0.0370251454453947,-0.1720604735956729,-0.0489476211167712,0.1183574267317658,0.2341382729235268,0.6149,0.0878,0.032,-0.23860675561608688,458.90436736249603,366.3797992244428,546.130868534119
ONI High | Temp High | Metals Up,High,High,Up,SPXC,191.82,-0.04985672896776792,-0.0524621273653359,-0.24778704961335035,-0.13189217010876397,0.030773788828936333,0.1541081441038442,0.3356,0.0239,0.102,-0.3125631515716422,181.75671472878128,144.28948814316712,221.3810242019994
ONI High | Temp High | Metals Up,High,High,Up,Basket,100.0,0.04423930767117178,0.04975501313174269,-0.20356232114132933,-0.04667338076926986,0.14298581903564445,0.2686029391655541,0.6379,0.1317,0.052,-0.27606315841399337,104.97550131317428,79.64376788586706,126.8602939165554
