ticker,alpha,n,start,historical_mean,in_r2,oos_r2,oos_corr,resid_vol,XLI,Copper,Aluminum,Nickel,ONI,dONI,MidwestTemp
MOD,0.1,261,2004-11,0.00719929132768024,0.47574899374304425,0.3861203053347748,0.6237371349443551,0.4540690006313413,0.12015763096733303,0.011934211342734527,0.00023651791955205367,-0.003103661782691052,0.004606970559076687,0.006599187136996452,0.00421949516844523
AAON,10.0,270,2004-02,0.011720834890390214,0.25925584886212405,0.2300342454469868,0.47992446682461115,0.3122410645992204,0.051570495116527344,-0.010684148823409225,-0.014044242678674466,0.0012578804400583633,-0.00279959234529925,-0.002055511470977458,0.011537153315445008
VRT,10.0,77,2020-03,0.039219578852155136,0.38220039548434137,0.1222471403951676,0.36852020057745855,0.45012828932516397,0.08496415949682568,-0.022664759429888545,0.010729158443818597,0.007302638893550012,0.024911333986774663,-0.014682689048202883,0.014454339672204665
NVT,100.0,99,2018-05,0.006863878376223752,0.1845189969045573,-0.49835616067494115,0.18656468485941388,0.44961240118033596,0.032454867684464504,0.008527349157576948,0.00344272550255662,-0.0034906273867650285,0.000994005622762412,-0.0031188052528072986,-0.0065158551547697605
JCI,10.0,118,2016-10,0.009728980650924543,0.5981209490831437,0.4803685041251373,0.7229546588911334,0.1796398317667335,0.056715019873577834,0.007039672977846784,-0.0069650738718216336,0.0016906673240670695,-0.002160946039485788,-0.00338904106175782,0.0020630138513555024
TT,3.0,76,2020-04,0.0224513015128957,0.579747406187783,0.352431540629491,0.6123605929040763,0.17799955937530507,0.054971232371671834,0.00877355898965,-0.013165643316546799,-0.00013921433109490873,0.004949879284846728,-0.004122117071605789,0.00896678212209726
SPXC,10.0,130,2015-10,0.022412931681018183,0.5003466271760197,0.442531968077403,0.6703251090390382,0.2426453860790099,0.059566853693222614,0.013617866695545176,-0.020150959912070596,-0.004404912571631846,-0.0014979563259688283,-0.011974138894529555,0.011172173310134682
