rule,centered_month,information_month,entry_date,exit_date,horizon_days,ONI,dONI,strength,train_n,train_mean_spread,direction,direction_label,cop_return,xle_return,spread_return,model_gross_return,regime,xle_trailing_126d_return,xle_volatility_20d,is_test
S2 Very strong,2015-12,2016-02,2016-03-01,2016-03-07,5,2.6,0.10000000000000009,Extreme ≥2.0,4,-0.02761903021237272,-1.0,Long XLE / short COP,0.215145289110654,0.09494559494559485,0.12019969416505916,-0.06009984708252958,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S2 Very strong,2016-01,2016-03,2016-04-01,2016-04-07,5,2.5,-0.10000000000000009,Extreme ≥2.0,5,0.0019447146631136557,1.0,Long COP / short XLE,0.023356181772023366,0.005261427162117638,0.018094754609905728,0.009047377304952864,"Energy uptrend, high volatility",0.05211410952349649,0.24815211344629062,False
S2 Very strong,2016-02,2016-04,2016-05-02,2016-05-06,5,2.2,-0.2999999999999998,Extreme ≥2.0,6,0.004636387987579001,1.0,Long COP / short XLE,-0.10092514718250611,-0.03131493024636378,-0.06961021693614233,-0.034805108468071166,"Energy uptrend, high volatility",0.020193141823793503,0.21604248566127512,False
S2 Very strong,2016-03,2016-05,2016-06-01,2016-06-07,5,1.7,-0.5000000000000002,Very strong 1.5–1.9,7,-0.0059702698586669035,-1.0,Long XLE / short COP,0.0961494120359696,0.05028692237994581,0.0458624896560238,-0.0229312448280119,"Energy uptrend, high volatility",0.0029164461998738567,0.1743690634882541,False
S2 Very strong,2023-09,2023-11,2023-12-01,2023-12-07,5,1.5,0.19999999999999996,Very strong 1.5–1.9,8,0.0005088250806694339,1.0,Long COP / short XLE,-0.03633834651829959,-0.03705018939393945,0.0007118428756398565,0.00035592143781992824,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S2 Very strong,2023-10,2023-12,2024-01-02,2024-01-08,5,1.7,0.19999999999999996,Very strong 1.5–1.9,9,0.0005313826134439253,1.0,Long COP / short XLE,-0.022787402918835853,-0.008646215800070856,-0.014141187118764997,-0.007070593559382499,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S2 Very strong,2023-11,2024-01,2024-02-01,2024-02-07,5,1.9,0.19999999999999996,Very strong 1.5–1.9,10,-0.000935874359776967,-1.0,Long XLE / short COP,-0.00017803097739010898,-0.001906804910022819,0.00172877393263271,-0.000864386966316355,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S2 Very strong,2023-12,2024-02,2024-03-01,2024-03-07,5,2.0,0.10000000000000009,Extreme ≥2.0,11,-0.0006936336059215418,-1.0,Long XLE / short COP,-0.009314586994727536,0.012678653757492109,-0.021993240752219645,0.010996620376109822,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S2 Very strong,2024-01,2024-03,2024-04-01,2024-04-05,5,1.8,-0.19999999999999996,Very strong 1.5–1.9,12,-0.0024686008681130502,-1.0,Long XLE / short COP,0.04312499999999986,0.03580103495617282,0.007323965043827041,-0.0036619825219135205,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True
S2 Very strong,2024-02,2024-04,2024-05-01,2024-05-07,5,1.5,-0.30000000000000004,Very strong 1.5–1.9,13,-0.0017153265671945818,-1.0,Long XLE / short COP,-0.012312120243044622,-0.0019274012206874636,-0.010384719022357158,0.005192359511178579,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True
S2 Very strong,2015-08,2015-10,2015-11-02,2015-11-13,10,1.7,0.30000000000000004,Very strong 1.5–1.9,0,,,Insufficient training,-0.022075471698113303,-0.024253179532682356,0.0021777078345690537,,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S2 Very strong,2015-09,2015-11,2015-12-01,2015-12-14,10,2.0,0.30000000000000004,Extreme ≥2.0,1,0.0021777078345690537,,Insufficient training,-0.09052515607785538,-0.10722679200940055,0.016701635931545167,,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S2 Very strong,2015-10,2015-12,2016-01-04,2016-01-15,10,2.3,0.2999999999999998,Extreme ≥2.0,2,0.00943967188305711,,Insufficient training,-0.15190691661279865,-0.09657579787234027,-0.055331118740458374,,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S2 Very strong,2015-11,2016-01,2016-02-01,2016-02-12,10,2.5,0.20000000000000018,Extreme ≥2.0,3,-0.012150591658114718,-1.0,Long XLE / short COP,-0.13289752235107644,-0.03424178895877028,-0.09865573339230616,0.04932786669615308,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S2 Very strong,2015-12,2016-02,2016-03-01,2016-03-14,10,2.6,0.10000000000000009,Extreme ≥2.0,4,-0.03377687709166258,-1.0,Long XLE / short COP,0.174346932785441,0.08722358722358758,0.08712334556185342,-0.04356167278092671,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S2 Very strong,2016-01,2016-03,2016-04-01,2016-04-14,10,2.5,-0.10000000000000009,Extreme ≥2.0,5,-0.00959683256095938,-1.0,Long XLE / short COP,0.12261995430312256,0.05902663597500779,0.06359331832811477,-0.031796659164057384,"Energy uptrend, high volatility",0.05211410952349649,0.24815211344629062,False
S2 Very strong,2016-02,2016-04,2016-05-02,2016-05-13,10,2.2,-0.2999999999999998,Extreme ≥2.0,6,0.0026015259205529793,1.0,Long COP / short XLE,-0.095458368376787,-0.03547046601365389,-0.059987902363133117,-0.029993951181566558,"Energy uptrend, high volatility",0.020193141823793503,0.21604248566127512,False
S2 Very strong,2016-03,2016-05,2016-06-01,2016-06-14,10,1.7,-0.5000000000000002,Very strong 1.5–1.9,7,-0.006339820977116463,-1.0,Long XLE / short COP,0.02190454231035277,0.01374207188160681,0.00816247042874596,-0.00408123521437298,"Energy uptrend, high volatility",0.0029164461998738567,0.1743690634882541,False
S2 Very strong,2023-09,2023-11,2023-12-01,2023-12-14,10,1.5,0.19999999999999996,Very strong 1.5–1.9,8,-0.00452703455138366,-1.0,Long XLE / short COP,-0.0006954707467617949,0.003196022727272707,-0.003891493474034502,0.001945746737017251,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S2 Very strong,2023-10,2023-12,2024-01-02,2024-01-16,10,1.7,0.19999999999999996,Very strong 1.5–1.9,9,-0.0044564188761226425,-1.0,Long XLE / short COP,-0.07280020483058802,-0.04406016818666314,-0.028740036643924882,0.014370018321962441,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S2 Very strong,2023-11,2024-01,2024-02-01,2024-02-14,10,1.9,0.19999999999999996,Very strong 1.5–1.9,10,-0.006884780652902866,-1.0,Long XLE / short COP,-0.0197614384902971,-0.007269693719461956,-0.012491744770835145,0.006245872385417572,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S2 Very strong,2023-12,2024-02,2024-03-01,2024-03-14,10,2.0,0.10000000000000009,Extreme ≥2.0,11,-0.007394504663623983,-1.0,Long XLE / short COP,0.052548330404218024,0.05221300138312612,0.0003353290210919013,-0.00016766451054595066,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S2 Very strong,2024-01,2024-03,2024-04-01,2024-04-12,10,1.8,-0.19999999999999996,Very strong 1.5–1.9,12,-0.0067503518565643255,-1.0,Long XLE / short COP,0.02499999999999969,0.01520751927341868,0.00979248072658101,-0.004896240363290505,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True
S2 Very strong,2024-02,2024-04,2024-05-01,2024-05-14,10,1.5,-0.30000000000000004,Very strong 1.5–1.9,13,-0.005477826273245454,-1.0,Long XLE / short COP,-0.02610782220533825,0.0033194132134062304,-0.02942723541874448,0.01471361770937224,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True
S2 Very strong,2015-08,2015-10,2015-11-02,2015-11-30,20,1.7,0.30000000000000004,Very strong 1.5–1.9,0,,,Insufficient training,0.01981132075471681,0.005915409642117675,0.013895911112599135,,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S2 Very strong,2015-09,2015-11,2015-12-01,2015-12-29,20,2.0,0.30000000000000004,Extreme ≥2.0,1,0.013895911112599135,,Insufficient training,-0.12284245317664355,-0.09765833724929429,-0.02518411592734926,,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S2 Very strong,2015-10,2015-12,2016-01-04,2016-02-01,20,2.3,0.2999999999999998,Extreme ≥2.0,2,-0.005644102407375062,,Insufficient training,-0.16828269769446214,-0.04862034574468077,-0.11966235194978136,,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S2 Very strong,2015-11,2016-01,2016-02-01,2016-02-29,20,2.5,0.20000000000000018,Extreme ≥2.0,2,-0.005644102407375062,,Insufficient training,-0.10838672283090955,-0.01153039832285141,-0.09685632450805814,,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S2 Very strong,2015-12,2016-02,2016-03-01,2016-03-29,20,2.6,0.10000000000000009,Extreme ≥2.0,4,-0.05695172031814741,-1.0,Long XLE / short COP,0.16289991194599263,0.09231950927840038,0.07058040266759225,-0.03529020133379612,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S2 Very strong,2016-01,2016-03,2016-04-01,2016-04-28,20,2.5,-0.10000000000000009,Extreme ≥2.0,5,-0.03144529572099948,-1.0,Long XLE / short COP,0.21020563594821007,0.11164090759618528,0.09856472835202479,-0.049282364176012394,"Energy uptrend, high volatility",0.05211410952349649,0.24815211344629062,False
S2 Very strong,2016-02,2016-04,2016-05-02,2016-05-27,20,2.2,-0.2999999999999998,Extreme ≥2.0,6,-0.009776958375495434,-1.0,Long XLE / short COP,-0.06253762279439679,-0.0037102997922230374,-0.05882732300217375,0.029413661501086874,"Energy uptrend, high volatility",0.020193141823793503,0.21604248566127512,False
S2 Very strong,2016-03,2016-05,2016-06-01,2016-06-28,20,1.7,-0.5000000000000002,Very strong 1.5–1.9,7,-0.016784153322163764,-1.0,Long XLE / short COP,-0.03274152640073802,0.009868558137548611,-0.04261008453828663,0.021305042269143315,"Energy uptrend, high volatility",0.0029164461998738567,0.1743690634882541,False
S2 Very strong,2023-09,2023-11,2023-12-01,2023-12-29,20,1.5,0.19999999999999996,Very strong 1.5–1.9,8,-0.020012394724179122,-1.0,Long XLE / short COP,0.009041119707902334,0.001880920754228077,0.007160198953674257,-0.0035800994768371286,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S2 Very strong,2023-10,2023-12,2024-01-02,2024-01-30,20,1.7,0.19999999999999996,Very strong 1.5–1.9,9,-0.01699321764886208,-1.0,Long XLE / short COP,-0.026627976444482337,0.006751154802795423,-0.03337913124727776,0.01668956562363888,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S2 Very strong,2023-11,2024-01,2024-02-01,2024-02-29,20,1.9,0.19999999999999996,Very strong 1.5–1.9,10,-0.018631809008703648,-1.0,Long XLE / short COP,0.008819847085825616,0.026576093433439585,-0.01775624634761397,0.008878123173806984,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S2 Very strong,2023-12,2024-02,2024-03-01,2024-03-28,20,2.0,0.10000000000000009,Extreme ≥2.0,11,-0.01855221240315004,-1.0,Long XLE / short COP,0.11845342706502704,0.09693714523823238,0.02151628182679466,-0.01075814091339733,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S2 Very strong,2024-01,2024-03,2024-04-01,2024-04-26,20,1.8,-0.19999999999999996,Very strong 1.5–1.9,12,-0.015213171217321316,-1.0,Long XLE / short COP,0.01749999999999985,0.011088816136867186,0.006411183863132663,-0.0032055919315663317,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True
S2 Very strong,2024-02,2024-04,2024-05-01,2024-05-29,20,1.5,-0.30000000000000004,Very strong 1.5–1.9,13,-0.013549759288055626,-1.0,Long XLE / short COP,-0.07269436970559517,-0.029018096155905226,-0.04367627354968995,0.021838136774844974,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True
S2 Very strong,2015-08,2015-10,2015-11-02,2015-12-29,40,1.7,0.30000000000000004,Very strong 1.5–1.9,0,,,Insufficient training,-0.09867924528301897,-0.0915199585911266,-0.007159286691892364,,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S2 Very strong,2015-09,2015-11,2015-12-01,2016-01-28,40,2.0,0.30000000000000004,Extreme ≥2.0,0,,,Insufficient training,-0.30187293426368,-0.16155011589978774,-0.14032281836389227,,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S2 Very strong,2015-10,2015-12,2016-01-04,2016-03-01,40,2.3,0.2999999999999998,Extreme ≥2.0,1,-0.007159286691892364,,Insufficient training,-0.25166489721069396,-0.03490691489361708,-0.21675798231707688,,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S2 Very strong,2015-11,2016-01,2016-02-01,2016-03-29,40,2.5,0.20000000000000018,Extreme ≥2.0,2,-0.07374105252789231,,Insufficient training,0.04421277095593723,0.08735789026350882,-0.04314511930757159,,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S2 Very strong,2015-12,2016-02,2016-03-01,2016-04-26,40,2.6,0.10000000000000009,Extreme ≥2.0,2,-0.07374105252789231,,Insufficient training,0.4112122101555611,0.1904161642378681,0.22079604591769297,,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S2 Very strong,2016-01,2016-03,2016-04-01,2016-05-26,40,2.5,-0.10000000000000009,Extreme ≥2.0,4,-0.10184630167010827,-1.0,Long XLE / short COP,0.1421177455504239,0.10309108845774362,0.03902665709268027,-0.019513328546340136,"Energy uptrend, high volatility",0.05211410952349649,0.24815211344629062,False
S2 Very strong,2016-02,2016-04,2016-05-02,2016-06-27,40,2.2,-0.2999999999999998,Extreme ≥2.0,5,-0.037317832152548025,-1.0,Long XLE / short COP,-0.13761074345940694,-0.034405586237129526,-0.10320515722227741,0.051602578611138705,"Energy uptrend, high volatility",0.020193141823793503,0.21604248566127512,False
S2 Very strong,2016-03,2016-05,2016-06-01,2016-07-27,40,1.7,-0.5000000000000002,Very strong 1.5–1.9,6,-0.02459375061167664,-1.0,Long XLE / short COP,-0.07046135276448484,0.013668484981834927,-0.08412983774631977,0.042064918873159884,"Energy uptrend, high volatility",0.0029164461998738567,0.1743690634882541,False
S2 Very strong,2023-09,2023-11,2023-12-01,2024-01-30,40,1.5,0.19999999999999996,Very strong 1.5–1.9,8,-0.04186218732983213,-1.0,Long XLE / short COP,-0.008519516647831349,0.015742822806648515,-0.024262339454479864,0.012131169727239932,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S2 Very strong,2023-10,2023-12,2024-01-02,2024-02-28,40,1.7,0.19999999999999996,Very strong 1.5–1.9,8,-0.04186218732983213,-1.0,Long XLE / short COP,-0.037063172244532705,0.015278929290536203,-0.05234210153506891,0.026171050767534454,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S2 Very strong,2023-11,2024-01,2024-02-01,2024-03-28,40,1.9,0.19999999999999996,Very strong 1.5–1.9,9,-0.03990664867701521,-1.0,Long XLE / short COP,0.14095068541926392,0.13419457419698344,0.006756111222280481,-0.0033780556111402404,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S2 Very strong,2023-12,2024-02,2024-03-01,2024-04-26,40,2.0,0.10000000000000009,Extreme ≥2.0,10,-0.04115019396282058,-1.0,Long XLE / short COP,0.14446397188049276,0.11239023710526785,0.032073734775224905,-0.016036867387612452,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S2 Very strong,2024-01,2024-03,2024-04-01,2024-05-24,40,1.8,-0.19999999999999996,Very strong 1.5–1.9,11,-0.036795075309629575,-1.0,Long XLE / short COP,-0.07812355810639049,-0.035061780547049004,-0.043061777559341485,0.021530888779670743,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True
S2 Very strong,2024-02,2024-04,2024-05-01,2024-06-27,40,1.5,-0.30000000000000004,Very strong 1.5–1.9,12,-0.031056007802558367,-1.0,Long XLE / short COP,-0.0829932955778453,-0.02011906005359132,-0.06287423552425397,0.03143711776212699,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True
S2 Very strong,2015-08,2015-10,2015-11-02,2016-01-28,60,1.7,0.30000000000000004,Very strong 1.5–1.9,0,,,Insufficient training,-0.28264150943396227,-0.1558463751916236,-0.12679513424233868,,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S2 Very strong,2015-09,2015-11,2015-12-01,2016-02-26,60,2.0,0.30000000000000004,Extreme ≥2.0,0,,,Insufficient training,-0.36857205523283043,-0.15161798325574394,-0.2169540719770865,,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S2 Very strong,2015-10,2015-12,2016-01-04,2016-03-30,60,2.3,0.2999999999999998,Extreme ≥2.0,0,,,Insufficient training,-0.12962069298330303,0.036576047491144514,-0.16619674047444755,,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S2 Very strong,2015-11,2016-01,2016-02-01,2016-04-26,60,2.5,0.20000000000000018,Extreme ≥2.0,1,-0.12679513424233868,,Insufficient training,0.2671819794942325,0.18500896293280444,0.08217301656142806,,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S2 Very strong,2015-12,2016-02,2016-03-01,2016-05-24,60,2.6,0.10000000000000009,Extreme ≥2.0,2,-0.1718746031097126,,Insufficient training,0.2829671911124094,0.17221083908322843,0.110756352029181,,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S2 Very strong,2016-01,2016-03,2016-04-01,2016-06-24,60,2.5,-0.10000000000000009,Extreme ≥2.0,3,-0.1699819822312909,-1.0,Long XLE / short COP,0.10228533591352096,0.10515807779551789,-0.002872741881996932,0.001436370940998466,"Energy uptrend, high volatility",0.05211410952349649,0.24815211344629062,False
S2 Very strong,2016-02,2016-04,2016-05-02,2016-07-26,60,2.2,-0.2999999999999998,Extreme ≥2.0,4,-0.10694323253311117,-1.0,Long XLE / short COP,-0.13214463580282776,0.006076481542841794,-0.13822111734566955,0.06911055867283478,"Energy uptrend, high volatility",0.020193141823793503,0.21604248566127512,False
S2 Very strong,2016-03,2016-05,2016-06-01,2016-08-24,60,1.7,-0.5000000000000002,Very strong 1.5–1.9,5,-0.06340331562065274,-1.0,Long XLE / short COP,-0.003419508728781162,0.06109157199852855,-0.06451108072730971,0.032255540363654855,"Energy uptrend, high volatility",0.0029164461998738567,0.1743690634882541,False
S2 Very strong,2023-09,2023-11,2023-12-01,2024-02-28,60,1.5,0.19999999999999996,Very strong 1.5–1.9,8,-0.06532768975727998,-1.0,Long XLE / short COP,-0.019148847186750806,0.024346762011598466,-0.04349560919834927,0.021747804599174636,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S2 Very strong,2023-10,2023-12,2024-01-02,2024-03-27,60,1.7,0.19999999999999996,Very strong 1.5–1.9,8,-0.06532768975727998,-1.0,Long XLE / short COP,0.0901366229248799,0.11515022353231052,-0.02501360060743063,0.012506800303715315,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S2 Very strong,2023-11,2024-01,2024-02-01,2024-04-26,60,1.9,0.19999999999999996,Very strong 1.5–1.9,8,-0.06532768975727998,-1.0,Long XLE / short COP,0.16748442228947935,0.1501725297491705,0.01731189254030885,-0.008655946270154424,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S2 Very strong,2023-12,2024-02,2024-03-01,2024-05-24,60,2.0,0.10000000000000009,Extreme ≥2.0,9,-0.0629019030285099,-1.0,Long XLE / short COP,0.036908475943604024,0.06161579239929349,-0.024707316455689465,0.012353658227844733,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S2 Very strong,2024-01,2024-03,2024-04-01,2024-06-25,60,1.8,-0.19999999999999996,Very strong 1.5–1.9,10,-0.059113072786401974,-1.0,Long XLE / short COP,-0.09589277566442478,-0.02622785330497346,-0.06966492235945132,0.03483246117972566,"Energy uptrend, low volatility",0.04261672824314222,0.10936680779990915,True
S2 Very strong,2024-02,2024-04,2024-05-01,2024-07-26,60,1.5,-0.30000000000000004,Very strong 1.5–1.9,11,-0.0521653486657919,-1.0,Long XLE / short COP,-0.10801646703307788,-0.005118680025776867,-0.10289778700730101,0.051448893503650506,"Energy uptrend, low volatility",0.12455885044422454,0.15866667262004114,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-08-03,1,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,-0.0018072289156625398,-0.010489510489510523,0.008682281573847983,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-09-01,1,1.2,0.19999999999999996,Strong 1.0–1.4,1,0.008682281573847983,,Insufficient training,-0.008719119784098006,-0.006664600123992392,-0.0020545196601056137,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-10-01,1,1.4,0.19999999999999996,Strong 1.0–1.4,2,0.0033138809568711847,,Insufficient training,-0.01088519203121796,-0.010648596321393922,-0.000236595709824039,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2015-11-02,1,1.7,0.30000000000000004,Very strong 1.5–1.9,3,0.0021303887346394434,1.0,Long COP / short XLE,0.03660377358490563,0.029577048210588597,0.007026725374317033,0.0035133626871585166,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2015-12-01,1,2.0,0.30000000000000004,Extreme ≥2.0,4,0.003354472894558841,1.0,Long COP / short XLE,0.002754315093646653,0.007050528789659394,-0.004296213696012741,-0.0021481068480063703,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-01-04,1,2.3,0.2999999999999998,Extreme ≥2.0,5,0.0018243355764445246,1.0,Long COP / short XLE,0.010127127774186784,0.002327127659574435,0.007800000114612349,0.0039000000573061744,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
S3 Strong and rising,2015-11,2016-01,2016-02-01,2016-02-01,1,2.5,0.20000000000000018,Extreme ≥2.0,6,0.002820279666139162,1.0,Long COP / short XLE,0.009414225941422494,-8.735150244587597e-05,0.00950157744386837,0.004750788721934185,"Energy downtrend, high volatility",-0.16548689221475,0.45225457747446907,False
S3 Strong and rising,2015-12,2016-02,2016-03-01,2016-03-01,1,2.6,0.10000000000000009,Extreme ≥2.0,7,0.0037747507772433347,1.0,Long COP / short XLE,0.011447020839448152,0.01895401895401916,-0.007506998114571006,-0.003753499057285503,"Energy downtrend, high volatility",-0.10507829680825687,0.3239366461194944,False
S3 Strong and rising,2018-11,2019-01,2019-02-01,2019-02-01,1,1.0,0.19999999999999996,Strong 1.0–1.4,8,0.002364532165766542,1.0,Long COP / short XLE,0.004975124378109541,0.006514657980456029,-0.0015395336023464878,-0.0007697668011732439,"Energy downtrend, high volatility",-0.1594603867061406,0.20094214613750863,False
S3 Strong and rising,2018-12,2019-02,2019-03-01,2019-03-01,1,1.1,0.10000000000000009,Strong 1.0–1.4,9,0.0019307470804206498,1.0,Long COP / short XLE,0.01233661330591862,0.012957317073170938,-0.0006207037672523175,-0.00031035188362615873,"Energy downtrend, low volatility",-0.11684058417788978,0.15835460085881012,False
S3 Strong and rising,2023-07,2023-09,2023-10-02,2023-10-02,1,1.0,0.30000000000000004,Strong 1.0–1.4,10,0.001675601995653353,1.0,Long COP / short XLE,-0.026114437791084466,-0.018610834164174084,-0.007503603626910382,-0.003751801813455191,"Energy uptrend, high volatility",0.11683917562323654,0.20841994980178302,True
S3 Strong and rising,2023-08,2023-10,2023-11-01,2023-11-01,1,1.3,0.30000000000000004,Strong 1.0–1.4,11,0.000841128757238468,1.0,Long COP / short XLE,-0.023518580515567433,-0.008631750845678354,-0.014886829669889079,-0.0074434148349445395,"Energy uptrend, high volatility",0.07546863659629555,0.24172431105719422,True
S3 Strong and rising,2023-09,2023-11,2023-12-01,2023-12-01,1,1.5,0.19999999999999996,Very strong 1.5–1.9,12,-0.00046953444502216096,-1.0,Long XLE / short COP,0.0017386768669043207,0.006392045454545414,-0.0046533685876410935,0.0023266842938205468,"Energy uptrend, low volatility",0.1086662892331709,0.19942055098948733,True
S3 Strong and rising,2023-10,2023-12,2024-01-02,2024-01-02,1,1.7,0.19999999999999996,Very strong 1.5–1.9,13,-0.0007913678406082327,-1.0,Long XLE / short COP,0.00358453529060343,0.0036716806822219006,-8.714539161847057e-05,4.3572695809235285e-05,"Energy uptrend, low volatility",0.0503618506636061,0.18749763189145263,True
S3 Strong and rising,2023-11,2024-01,2024-02-01,2024-02-01,1,1.9,0.19999999999999996,Very strong 1.5–1.9,14,-0.0007410662371089639,-1.0,Long XLE / short COP,-0.008545486914723233,-0.006077940650697111,-0.0024675462640261214,0.0012337731320130607,"Energy downtrend, low volatility",-0.025834392837683184,0.20226579759569602,True
S3 Strong and rising,2023-12,2024-02,2024-03-01,2024-03-01,1,2.0,0.10000000000000009,Extreme ≥2.0,15,-0.0008561649055701078,-1.0,Long XLE / short COP,0.0038664323374340004,0.0043798985707699245,-0.0005134662333359241,0.00025673311666796206,"Energy downtrend, low volatility",-0.009310470739447685,0.1557419186189925,True
S3 Strong and rising,2026-06,2026-08,2026-09-01,2026-09-01,1,1.4,0.4999999999999999,Strong 1.0–1.4,16,-0.0008347462385554713,-1.0,Long XLE / short COP,0.008814814814814831,-0.0015415446277170508,0.010356359442531882,-0.005178179721265941,"Energy uptrend, high volatility",0.13659619826264446,0.2344337844623667,True
S3 Strong and rising,2015-05,2015-07,2015-08-03,2015-08-04,2,1.0,0.09999999999999998,Strong 1.0–1.4,0,,,Insufficient training,0.0014056224899599012,-0.013840326340326392,0.015245948830286293,,"Energy downtrend, high volatility",-0.0693224692962221,0.21192920053303027,False
S3 Strong and rising,2015-06,2015-08,2015-09-01,2015-09-02,2,1.2,0.19999999999999996,Strong 1.0–1.4,1,0.015245948830286293,,Insufficient training,0.00041519618019503213,0.002479851208927686,-0.0020646550287326537,,"Energy downtrend, high volatility",-0.1452129243272421,0.40075746399513396,False
S3 Strong and rising,2015-07,2015-09,2015-10-01,2015-10-02,2,1.4,0.19999999999999996,Strong 1.0–1.4,2,0.00659064690077682,,Insufficient training,0.05134524543027319,0.030171022910616463,0.021174222519656727,,"Energy downtrend, high volatility",-0.1996255332129966,0.26339031097000015,False
S3 Strong and rising,2015-08,2015-10,2015-11-02,2015-11-03,2,1.7,0.30000000000000004,Very strong 1.5–1.9,3,0.011451838773736789,1.0,Long COP / short XLE,0.07037735849056581,0.05590062111801242,0.014476737372553394,0.007238368686276697,"Energy downtrend, high volatility",-0.16519570697879715,0.2467578911886116,False
S3 Strong and rising,2015-09,2015-11,2015-12-01,2015-12-02,2,2.0,0.30000000000000004,Extreme ≥2.0,4,0.01220806342344094,1.0,Long COP / short XLE,-0.03507161219243493,-0.024089306698002244,-0.010982305494432687,-0.0054911527472163435,"Energy downtrend, high volatility",-0.12365325094185686,0.25367759399563405,False
S3 Strong and rising,2015-10,2015-12,2016-01-04,2016-01-05,2,2.3,0.2999999999999998,Extreme ≥2.0,5,0.007569989639866215,1.0,Long COP / short XLE,0.02133160956690383,0.006150265957446832,0.015181343609456999,0.007590671804728499,"Energy downtrend, high volatility",-0.1770077704084153,0.31699869012749293,False
