month,strategy,strategy_gross,naive_oni_basket,cooling_basket,XLI,active,selected,gross_exposure,xli_hedge,turnover,latest_oni,enso_surprise_z,cooling_pressure,market_on
2023-11,0.00889725722605432,0.009001897002959745,0.1341584295615039,0.1341584295615039,0.08834892232614888,True,"VRT, MOD",0.375,0.6820628842186571,0.069759851270284,1.3,1.8045459306412213,0.0,False
2023-12,-0.0019732779654663304,-0.0009758451993065603,0.13727703274354108,0.13727703274354108,0.0648295189163941,True,"VRT, TT",0.375,0.5234781640992974,0.6649551774398468,1.5,1.1673185370868606,0.0,False
2024-01,0.033967932097085866,0.03573635747097355,0.034260480907930387,0.034260480907930387,-0.009649969295552174,True,"MOD, AAON",0.75,0.5774284133577497,1.1789502492584525,1.7,1.1573917708727899,0.0,True
2024-02,0.1406991729219181,0.14210048243087614,0.17502053042331717,0.1750205304233172,0.07183984409602262,True,"MOD, VRT",0.75,0.6654035466864183,0.9342063393053502,1.9,1.1620611795837643,0.0,True
2024-03,0.09008475923691084,0.09051893753477312,0.09362314096609943,0.09362314096609944,0.040991735537190044,True,"MOD, VRT",0.75,0.6643680950831359,0.28945219857485865,2.0,0.5461829757885109,0.0,True
2024-04,-0.0021215521426247042,0.0,0.025458499238896298,0.025458499238896298,-0.03524928548745632,False,Cash,0.0,0.0,1.414368095083136,1.8,-1.2324043974370127,0.0,True
2024-05,0.0,0.0,0.05034422242407803,0.05034422242407804,0.01637590520079013,False,Cash,0.0,0.0,0.0,1.5,-1.752494296110716,0.0,True
2024-06,0.0,0.0,-0.010333873702112866,-0.01033387370211287,-0.013278277062585997,False,Cash,0.0,0.0,0.0,1.2,-1.6616446547339412,0.0,True
2024-07,0.0,0.0,0.02526079209837319,0.025260792098373192,0.04915073438910311,False,Cash,0.0,0.0,0.0,0.8,-2.1356140551723013,0.0,False
2024-08,0.0,0.0,-0.0015,0.044082587013461495,0.02815579540122015,False,Cash,0.0,0.0,0.0,0.4,-2.0438858682196805,0.0,True
2024-09,0.0,0.0,0.0,0.08161220464435362,0.03027536893351579,False,Cash,0.0,0.0,0.0,0.2,-0.9544012175711172,0.07992200861588383,True
2024-10,0.0,0.0,0.0,-0.009795384082036744,-0.011887182516243211,False,Cash,0.0,0.0,0.0,0.1,-0.44574502185597514,0.0,True
2024-11,0.0,0.0,0.0,0.14691719678639698,0.07591720839871474,False,Cash,0.0,0.0,0.0,0.0,-0.4643986207765393,0.0,True
2024-12,0.0,0.0,0.0,-0.12414463245597604,-0.08493645392041127,False,Cash,0.0,0.0,0.0,-0.1,-0.4785720254280045,0.0,True
2025-01,0.0,0.0,0.0,-0.02285886869460228,0.0500151791135397,False,Cash,0.0,0.0,0.0,-0.2,-0.4555918523065884,0.0,False
2025-02,0.0,0.0,0.0,-0.10176314735879112,-0.014600650524033143,False,Cash,0.0,0.0,0.0,-0.3,-0.43240143841678463,0.0,True
2025-03,0.0,0.0,0.0,-0.09653064419306197,-0.03858285043644116,False,Cash,0.0,0.0,0.0,-0.4,-0.4127800723308734,0.0,False
2025-04,0.0,0.0,0.0,0.09837735202669338,0.0011444266422522276,False,Cash,0.0,0.0,0.0,-0.5,-0.40265734452641705,0.0,False
2025-05,0.0,0.0,0.0,0.15630089023267416,0.08840115836000595,False,Cash,0.0,0.0,0.0,-0.2,1.7377873084395914,0.0,False
2025-06,0.0,0.0,0.0,0.044959524852736306,0.032908556224618524,False,Cash,0.0,0.0,0.0,-0.1,0.6477241824317261,0.05583721702182572,True
2025-07,0.0,0.0,0.0,0.11230447277538723,0.03043655097613862,False,Cash,0.0,0.0,0.0,0.0,0.6469151909799592,0.01652112878811418,True
2025-08,0.0,0.0,0.0,0.0037592095934769437,0.0,False,Cash,0.0,0.0,0.0,0.0,0.10740327914412114,0.052140776193782296,True
2025-09,0.0,0.0,0.0,0.0695639580906656,0.014604302348529608,False,Cash,0.0,0.0,0.0,0.0,0.09073148888914552,0.06247226223051268,True
2025-10,0.0,0.0,0.0,0.12438452879506626,0.005381572975426296,False,Cash,0.0,0.0,0.0,-0.1,-0.4634485632024502,0.0,True
2025-11,0.0,0.0,0.0,-0.02928306575400636,-0.00883528956532953,False,Cash,0.0,0.0,0.0,-0.3,-1.0147177563643297,0.0,True
2025-12,0.0,0.0,0.0,-0.08935935287381344,0.009304444010670876,False,Cash,0.0,0.0,0.0,-0.4,-0.4899074512034441,0.0,True
2026-01,0.0,0.0,0.0,0.13510282572716534,0.06652913873130473,False,Cash,0.0,0.0,0.0,-0.6,-1.1339899382596892,0.0,True
2026-02,0.0,0.0,0.0,0.16621449366790103,0.07072050290135379,False,Cash,0.0,0.0,0.0,-0.6,-0.06760597400638164,0.0,True
2026-03,0.0,0.0,0.0,-0.07947964887716509,-0.08699333860223546,False,Cash,0.0,0.0,0.0,-0.6,-0.09885721558918467,0.0,True
2026-04,0.0,0.0,0.0,0.17336963016266665,0.07945341000432826,False,Cash,0.0,0.0,0.0,-0.4,1.0373338672895587,0.0,True
2026-05,0.0,0.0,0.0,0.07879568100329618,-0.008305647840531671,False,Cash,0.0,0.0,0.0,-0.2,1.0876731449341812,0.0,True
2026-06,0.0,0.0,0.0,0.0354623120553818,0.06988967827643955,False,Cash,0.0,0.0,0.0,0.1,1.6921462233420281,0.06877338823990772,False
2026-07,0.0,0.0,0.0,-0.15581518929827354,-0.029098958052151347,False,Cash,0.0,0.0,0.0,0.5,2.2566599973667296,0.0,True
2026-08,-0.031774080246548785,-0.02996806749352571,-0.057685242066699935,-0.056185242066699934,-0.02618994661921714,True,"NVT, AAON",0.75,0.45400850201538456,1.2040085020153843,0.9,2.1691430521952992,0.0,True
