month,ticker,weight,news_z,relmom_z,selection_score,selected
2021-06,MOD,0.0,0.0,0.8143067877070422,0.6012137287295378,False
2021-06,AAON,0.0,0.0,-2.350782421236341,-0.8230764152949847,False
2021-06,VRT,0.0,0.0,0.2684336885155515,0.2528564766040181,False
2021-06,NVT,0.0,0.0,0.625841177129401,0.27673736982778524,False
2021-06,JCI,0.0,0.0,0.3151241368009438,-3.77749724856935e-05,False
2021-06,TT,0.0,0.0,0.47514692941870207,0.10621060086862179,False
2021-06,SPXC,0.0,0.0,-0.14807029833529964,-0.413903985762493,False
2021-07,MOD,0.0,0.0,0.11323311819582549,0.28573057744949026,False
2021-07,AAON,0.0,0.0,-1.8528187793158344,-0.5989927764307567,False
2021-07,VRT,0.0,0.0,1.792597942425063,0.9387303908632983,False
2021-07,NVT,0.0,0.0,0.08318901079237911,0.03254389497612536,False
2021-07,JCI,0.0,0.0,0.31737628786548033,0.0009756930065557556,False
2021-07,TT,0.0,0.0,0.028474817523870505,-0.0947918494840524,False
2021-07,SPXC,0.0,0.0,-0.4820523974867846,-0.5641959303806612,False
2021-08,MOD,0.0,0.0,-0.7281818850793097,-0.09290617402432055,False
2021-08,AAON,0.0,0.0,-1.6742701301377259,-0.5186458843006079,False
2021-08,VRT,0.0,0.0,1.4924661398587011,0.8036710797084354,False
2021-08,NVT,0.0,0.0,-0.60603026999268,-0.2776047813771512,False
2021-08,JCI,0.0,0.0,0.5837858083088556,0.12085997720607464,False
2021-08,TT,0.0,0.0,0.8511542809272871,0.2754139090474851,False
2021-08,SPXC,0.0,0.0,0.08107605611487266,-0.3107881262599155,False
2021-09,MOD,0.0,0.0,-2.349674490538243,-0.8225778464808408,False
2021-09,AAON,0.0,0.0,0.14681525201009063,0.30084253766590957,False
2021-09,VRT,0.0,0.0,0.8069316192714835,0.49518054544418744,False
2021-09,NVT,0.0,0.0,0.3252217789761303,0.1414586406588134,False
2021-09,JCI,0.0,0.0,0.7429135366435063,0.19246745495666748,False
2021-09,TT,0.0,0.0,0.38175253398411124,0.06418312292305593,False
2021-09,SPXC,0.0,0.0,-0.05396023034707903,-0.37155445516779373,False
2021-10,MOD,0.0,0.0,-2.144962387057256,-0.7304573999143964,False
2021-10,AAON,0.0,0.0,0.986928948766043,0.6788937012060882,False
2021-10,VRT,0.0,0.0,-0.2536520884617264,0.017917876964243032,False
2021-10,NVT,0.0,0.0,0.9227047673089783,0.410325985408595,False
2021-10,JCI,0.0,0.0,0.6101937002506574,0.13274352857988544,False
2021-10,TT,0.0,0.0,0.19405163202654627,-0.020282282957848313,False
2021-10,SPXC,0.0,0.0,-0.315264572833243,-0.4891414092865675,False
2021-11,MOD,0.0,0.0,-1.9893667192089426,-0.6604393493826554,False
2021-11,AAON,0.0,0.0,1.194575752040413,0.7723347626795547,False
2021-11,VRT,0.0,0.0,-0.11042714907050036,0.08236909969029474,False
2021-11,NVT,0.0,0.0,1.0381199790896303,0.4622628307098884,False
2021-11,JCI,0.0,0.0,0.5407989313037582,0.1015158825537808,False
2021-11,TT,0.0,0.0,-0.2815253630390392,-0.23429193073736176,False
2021-11,SPXC,0.0,0.0,-0.3921754311153195,-0.523751295513502,False
2021-12,MOD,0.0,0.0,-1.571550712868532,-0.47242214652947057,False
2021-12,AAON,0.0,0.0,1.867602141170711,1.075196637788189,False
2021-12,VRT,0.0,0.0,-0.6121808259746081,-0.14342005491655377,False
2021-12,NVT,0.0,0.0,0.5504731874822423,0.24282177448656378,False
2021-12,JCI,0.0,0.0,0.39801967628751034,0.03726521779646924,False
2021-12,TT,0.0,0.0,-0.26076032017490725,-0.2249476614485024,False
2021-12,SPXC,0.0,0.0,-0.3716031459224165,-0.5144937671766956,False
2022-01,MOD,0.0,0.0,-2.1459417299710344,-0.7308981042255966,False
2022-01,AAON,0.0,0.0,0.9028985731125996,0.6410800321620387,False
2022-01,VRT,0.0,0.0,-0.6587785616334815,-0.16438903596304674,False
2022-01,NVT,0.0,0.0,0.5729080937278184,0.252917482297073,False
2022-01,JCI,0.0,0.0,0.7296213140152611,0.1864859547739571,False
2022-01,TT,0.0,0.0,0.5293987205252086,0.13062390686654973,False
2022-01,SPXC,0.0,0.0,0.06989359022362855,-0.3158202359109753,False
2022-02,MOD,0.0,0.0,-1.2030765384142699,-0.30660876802505266,False
2022-02,AAON,0.0,0.0,-0.15256659921241536,0.16612070461578188,False
2022-02,VRT,0.0,0.0,-1.5349962040888105,-0.5586869750679448,False
2022-02,NVT,0.0,0.0,1.0283444036932656,0.4578638217815243,False
2022-02,JCI,0.0,0.0,1.237697533853822,0.41512025370130956,False
2022-02,TT,0.0,0.0,0.7531323285198418,0.23130403046413467,False
2022-02,SPXC,0.0,0.0,-0.12853492435143438,-0.4051130674697537,False
2022-03,MOD,0.0,0.0,0.8985854765666416,0.6391391387163575,False
2022-03,AAON,0.0,0.0,-0.35736654727314904,0.07396072798845174,False
2022-03,VRT,0.0,0.0,-2.237207222774523,-0.8746819334765155,False
2022-03,NVT,0.0,0.0,0.8949187150317403,0.39782226188383785,False
2022-03,JCI,0.0,0.0,0.345251157435903,0.013519384313245952,False
2022-03,TT,0.0,0.0,0.09416682779535061,-0.06523044486188637,False
2022-03,SPXC,0.0,0.0,0.361651593218036,-0.18452913456349196,False
2022-04,MOD,0.0,0.0,0.9439462365339036,0.6595514807016254,False
2022-04,AAON,0.0,0.0,-0.608792896571642,-0.039181129195870135,False
2022-04,VRT,0.0,0.0,-2.0527907509114303,-0.7916945211381237,False
2022-04,NVT,0.0,0.0,1.102769995702558,0.49135533818570587,False
2022-04,JCI,0.0,0.0,0.2875538301078415,-0.012444412984381703,False
2022-04,TT,0.0,0.0,-0.12962710099636346,-0.1659377128181577,False
2022-04,SPXC,0.0,0.0,0.4569406861351327,-0.14164904275079845,False
2022-05,MOD,0.0,0.0,0.5780662378032277,0.4949054812728213,False
2022-05,AAON,0.0,0.0,-0.36613211932574935,0.0700162205647816,False
2022-05,VRT,0.0,0.0,-2.069500603718531,-0.799213954901319,False
2022-05,NVT,0.0,0.0,1.4770551845397373,0.6597836731624366,False
2022-05,JCI,0.0,0.0,0.2361021781715005,-0.03559765635573518,False
2022-05,TT,0.0,0.0,0.09555721711743088,-0.06460476966695024,False
2022-05,SPXC,0.0,0.0,0.04885190541238495,-0.32528899407603495,False
2022-06,MOD,0.0,0.0,1.8457541725456916,1.0653650519069302,False
2022-06,AAON,0.0,0.0,-0.3458688017214759,0.07913471348670464,False
2022-06,VRT,0.0,0.0,-1.0637687805047984,-0.3466346344551394,False
2022-06,NVT,0.0,0.0,0.8231481285833101,0.3655254979820443,False
2022-06,JCI,0.0,0.0,-1.116184752021219,-0.644126774942459,False
2022-06,TT,0.0,0.0,-0.5233613571344813,-0.3431181280803107,False
2022-06,SPXC,0.0,0.0,0.38028139025297264,-0.1761457258977705,False
2022-07,MOD,0.0,0.0,1.313509222499649,0.8258548243862108,False
2022-07,AAON,0.0,0.0,0.5157577369954377,0.46686665590931575,False
2022-07,VRT,0.0,0.0,-1.8525693187239833,-0.7015948766537726,False
2022-07,NVT,0.0,0.0,0.11603300500731625,0.04732369237284707,False
2022-07,JCI,0.0,0.0,-0.8496116374937703,-0.5241688734051071,False
2022-07,TT,0.0,0.0,-0.14831200192206415,-0.174345918234723,False
2022-07,SPXC,0.0,0.0,0.9051929936374148,0.060064495625228476,False
2022-08,MOD,0.0,0.0,1.7510536982863287,1.0227498384902167,False
2022-08,AAON,0.0,0.0,0.34863204751940063,0.39166009564509907,False
2022-08,VRT,0.0,0.0,-1.0860963183926386,-0.3566820265046675,False
2022-08,NVT,0.0,0.0,-0.43804887389951963,-0.20201315313522908,False
2022-08,JCI,0.0,0.0,-1.1433088353491194,-0.6563326124400142,False
2022-08,TT,0.0,0.0,-0.4134103121266033,-0.2936401578267656,False
2022-08,SPXC,0.0,0.0,0.981178593962151,0.09425801577135978,False
2022-09,MOD,0.0,0.0,1.7862243526266413,1.0385766329433572,False
2022-09,AAON,0.0,0.0,-0.03165548020754241,0.2205307081679747,False
2022-09,VRT,0.0,0.0,-0.2748363892464996,0.00838494161109507,False
2022-09,NVT,0.0,0.0,-1.577025771215386,-0.7145527569273689,False
2022-09,JCI,0.0,0.0,-0.8723269069919687,-0.5343907446792964,False
2022-09,TT,0.0,0.0,0.3987308469600117,0.07182336376221114,False
2022-09,SPXC,0.0,0.0,0.5708893480747438,-0.09037214487797346,False
2022-10,MOD,0.0,0.0,1.637683880711836,0.971733420581695,False
2022-10,AAON,0.0,0.0,-1.2073855275993934,-0.3085478131583582,False
2022-10,VRT,0.0,0.0,1.1452020453261302,0.6474022371687785,False
2022-10,NVT,0.0,0.0,-0.8861553627683367,-0.4036610731261968,False
2022-10,JCI,0.0,0.0,-0.646762092198614,-0.4328865780222867,False
2022-10,TT,0.0,0.0,0.39358488669850733,0.06950768164453418,False
2022-10,SPXC,0.0,0.0,-0.43616783017012745,-0.5435478750881655,False
