ticker,n,start,in_r2,oos_r2,oos_corr,resid_vol,XLI,Copper,Aluminum,Nickel,enso_surprise_z,cooling_pressure_z,news_z,relmom_z
MOD,62,2021-06,0.17313491877746434,-0.21440555363968206,-0.07653675339248965,0.4218680196531812,0.025285132259343198,-0.00916754863345397,0.0018210395753050631,-0.015403032133640483,-0.0019511876829419017,-0.009611055674127749,0.0089256014707484,0.024676137558211936
AAON,62,2021-06,0.16026770772328858,0.02626263548668273,0.16889562029132865,0.40879427624253484,0.010760596394015644,-0.004029585475933087,-0.012663587494218784,0.00045288983670353203,-0.00784245860534075,0.004116442013846108,0.006053860690227276,-0.03527500095365412
VRT,62,2021-06,0.16958630997382407,-0.20044340740086386,0.08067133259589002,0.4802572818256464,0.033109314478150666,-0.019366387037852536,0.01805045048357437,-0.003923823829072358,0.025363910796942314,-0.0005209104965302126,0.008080669758871967,0.00047884346758534556
NVT,62,2021-06,0.11836146232673439,-0.08414437024640153,-0.07673421716624754,0.21177898874194867,0.0028098646266822443,0.0006435292382996839,0.0013891310352740708,0.004042257008054311,0.013909796954101963,-0.0011218828096522088,-0.0069085827526590045,-0.004342617526925404
JCI,62,2021-06,0.15694838196496208,-0.07166483976582927,0.05875869818210475,0.16908364493973188,0.011985691946457709,0.004450466685875199,-0.004595360315390158,0.0026473081333762017,-0.004876474738351153,0.006393266010414887,0.005555047771314752,-0.0030566624190548615
TT,62,2021-06,0.12824156240104834,-0.2207212510673715,-0.05508012136712304,0.16906127078854602,0.007819895471642852,0.001905620105017778,-0.009546674517306975,-0.0011587229573142553,0.0007068012005169718,0.007247646199951785,0.0014947522430830095,-0.0032950236941995605
SPXC,62,2021-06,0.21403747479015633,-0.04468852658862965,0.17014303192559968,0.22451304738039274,0.009643609405442469,-0.003123598639207298,-0.013068811724325545,-0.010553796648065352,-0.005726628466606964,0.0014257060334758413,0.006693371875921263,-0.015363045318077305
