month,basic,inverse_vol,vol_target,trend,drawdown,tail_budget,combined,core_signal,confirmed,XLI,market_on,trailing_ann_vol,trailing_es90,shadow_drawdown,vol_multiplier,es_multiplier,dd_multiplier,trend_multiplier,combined_exposure,combined_hedge_fraction,shadow_return,core_signal_gross,core_signal_turnover
2025-03,-0.09653064419306195,-0.09262947756856105,-0.07453859628349925,-0.04700806218054466,-0.02350403109027233,-0.08744809718903422,-0.017270150014172883,-0.014679627512046956,0.0,-0.03858285043644116,False,0.24868160301528253,-0.08473286561299694,-0.20473174560464846,0.8042412368867881,0.9441436852305515,0.25,0.5,0.25,0.5,-0.09251612436108932,-0.014352351283076093,0.2181841526472419
2025-04,0.09837735202669337,0.09071952033350443,0.07045742322374231,0.045359760166752215,0.022679880083376108,0.07537921371713925,0.022479976348274217,0.019107979896033085,0.0,0.0011444266422522276,False,0.25743836283977833,-0.09610587378358813,-0.27830688232871525,0.7768849902315212,0.8324153025250522,0.25,0.5,0.25,0.5,0.09075614787718761,0.019122850657355042,0.009913840881304144
2025-05,0.15630089023267413,0.16129428845895444,0.11849727326685353,0.08064714422947722,0.04032357211473861,0.13426383392312358,0.02577244256269603,0.02190657617829162,0.0,0.08840115836000595,False,0.27217176006388555,-0.09610587378358813,-0.21280879501939165,0.7348300938828297,0.8324153025250522,0.25,0.5,0.25,0.5,0.16134390330274262,0.021920733635374542,0.009438304721947358
2025-06,0.0449595248527363,0.04742487622865466,0.030512807880791696,0.04678828018273909,0.04641328018273909,0.03947719269308873,0.022442674799072287,0.019076273579211444,0.0,0.032908556224618524,True,0.310139782855915,-0.09610587378358813,-0.08580029336223094,0.6448705101883565,0.8324153025250522,1.0,1.0,0.6448705101883565,0.25,0.04753828018273909,0.019661467992995327,0.390129609189256
2025-07,0.11230447277538722,0.09286935108323637,0.059889640311762776,0.09286935108323637,0.09286935108323637,0.07730586897725748,0.05295458532125986,0.04501139752307088,0.0,0.03043655097613862,True,0.3101349486526198,-0.09610587378358813,-0.04234081156510672,0.6448805620549999,0.8324153025250522,1.0,1.0,0.6448805620549999,0.25,0.09292843758729964,0.04504486836723543,0.022313896109702455
2025-08,0.0037592095934769437,0.009781995096129283,0.006157048537650388,0.009781995096129283,0.009781995096129283,0.008142682407243041,0.0061481473956068655,0.005225925286265835,0.0,0.0,True,0.31833622847017234,-0.09610587378358813,0.0,0.6282665374316317,0.8324153025250522,1.0,1.0,0.6282665374316317,0.25,0.00984829090214191,0.005259248881001919,0.02221572982405623
2025-09,0.0695639580906656,0.05717452626096022,0.03595424462113771,0.05717452626096022,0.05717452626096022,0.04759295057424376,0.03263746863474019,0.027741848339529168,0.0,0.014604302348529608,True,0.3180366948108831,-0.09610587378358813,0.0,0.6288582520923497,0.8324153025250522,1.0,1.0,0.6288582520923497,0.25,0.057203903265760345,0.027763965235815726,0.014744597524371142
2025-10,0.12438452879506624,0.11306362440222907,0.07155066727910485,0.11306362440222907,0.11306362440222907,0.0941158911113604,0.07027596394567565,0.0597345693538243,0.0,0.005381572975426296,True,0.316028080676885,-0.09610587378358813,0.0,0.6328551550597334,0.8324153025250522,1.0,1.0,0.6328551550597334,0.25,0.11307656684080089,0.0597536396260226,0.012713514798869792
2025-11,-0.029283065754006365,-0.028071870359663176,-0.017276292880317488,-0.028071870359663176,-0.028071870359663176,-0.023367454457883068,-0.015351397476866025,-0.01304868785533612,0.0,-0.00883528956532953,True,0.3250021528259967,-0.09610587378358813,0.0,0.6153805390547005,0.8324153025250522,1.0,1.0,0.6153805390547005,0.25,-0.02802267786175402,-0.013003482158482972,0.030137131235431637
2025-12,-0.08935935287381343,-0.07255306442255761,-0.04720187654253431,-0.07255306442255761,-0.07255306442255761,-0.06039428107042291,-0.04949622463479873,-0.04207179093957891,0.0,0.009304444010670876,True,0.3075838563731965,-0.09610587378358813,-0.028022677861754053,0.650229184191438,0.8324153025250522,1.0,1.0,0.650229184191438,0.25,-0.07250245448079146,-0.04199306165515044,0.05248618961898276
2026-01,0.13510282572716534,0.10394746642302553,0.07237845528670347,0.10394746642302553,0.10394746642302553,0.08652746170923552,0.055143107925004334,0.046871641736253696,0.0,0.06652913873130473,True,0.2871099237784367,-0.09610587378358813,-0.09849341941644396,0.6965973079855659,0.8324153025250522,1.0,1.0,0.6965973079855659,0.25,0.1040115742142804,0.046956119777115335,0.0563186939077609
2026-02,0.166214493667901,0.15046633853192248,0.10274554317886936,0.15046633853192248,0.15046633853192248,0.1252504827088872,0.08537623380708088,0.07256979873601872,0.0,0.07072050290135379,True,0.29289930490910304,-0.09610587378358813,-0.004726300805415251,0.6828285238234588,0.8324153025250522,1.0,1.0,0.6828285238234588,0.25,0.15052233940832077,0.07261696151352129,0.03144185166837317
2026-03,-0.07947964887716509,-0.0840724857843724,-0.058443469402826284,-0.0840724857843724,-0.0840724857843724,-0.06998322368823151,-0.03691601939715897,-0.031378616487585116,0.0,-0.08699333860223546,True,0.2877119240502222,-0.09610587378358813,0.0,0.6951397675304154,0.8324153025250522,1.0,1.0,0.6951397675304154,0.25,-0.0839345141176703,-0.031293177140682714,0.05695956460160368
2026-04,0.17336963016266665,0.1662634724725283,0.11747649719860412,0.1662634724725283,0.1662634724725283,0.13462604466732161,0.09786556814773598,0.08318573292557557,0.0,0.07945341000432826,True,0.2830725157096458,-0.09878876353436683,-0.08393451411767028,0.7065327394947263,0.8098086982551355,1.0,1.0,0.7065327394947263,0.25,0.16639640199263067,0.08326141795176242,0.05045668412456532
2026-05,0.07879568100329616,0.05809082273619099,0.038270031948084905,0.05809082273619099,0.05809082273619099,0.04704245354056466,0.04030159664913495,0.034256357151764706,0.0,-0.008305647840531671,True,0.30329756790208595,-0.09878876353436683,0.0,0.6594184100565104,0.8098086982551355,1.0,1.0,0.6594184100565104,0.25,0.05814321052843599,0.034318814214339535,0.0416380417165507
2026-06,0.03546231205538179,0.05371719739607679,0.03797745805920032,0.0261560112794754,0.05371719739607679,0.043500653697231106,0.0010009541170043607,0.0008508109994537119,0.0,0.06988967827643955,False,0.28247274079228557,-0.09878876353436683,0.0,0.7080329218282647,0.8098086982551355,1.0,0.5,0.5,0.5,0.0538120225589508,0.0012067212449347782,0.2372734969873776
2026-07,-0.1558151892982735,-0.12222037815239838,-0.0865423373295587,-0.12294164666333456,-0.12222037815239838,-0.09897512533184412,-0.07974569401231123,-0.06778383991046452,0.0,-0.029098958052151347,True,0.2824520555581613,-0.09878876353436683,0.0,0.7080847742629258,0.8098086982551355,1.0,1.0,0.7080847742629258,0.25,-0.12219164666333455,-0.06737173923965925,0.274733780536847
2026-08,-0.05618524206669993,-0.05477787646237061,-0.03362994435250906,-0.05477787646237061,-0.028101583942952185,-0.039373309873823016,-0.022894938196672692,-0.023903550176493673,-0.0317740802465487,-0.02618994661921714,True,0.32672234416999585,-0.11154114104958823,-0.1221916466633346,0.6121405639032103,0.717224149288863,0.5,1.0,0.5,0.25,-0.05470316788590437,-0.023609259728142533,0.19619363223409406
