month,variant,ticker,weight,hedge_weight,gross_exposure,net_exposure,turnover,cost
2023-10,tail_budget,XLI_HEDGE,0.0,-0.0,0.7538824172911673,0.7538824172911673,0.0318923143784383,4.783847156765745e-05
2023-10,combined,MOD,0.04929896856468853,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,AAON,0.0653729831461997,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,VRT,0.03823769959448691,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,NVT,0.09149096968049285,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,JCI,0.07516040787246547,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,TT,0.10129327609194651,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,SPXC,0.0791456950497201,0.0,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,combined,XLI_HEDGE,0.0,-0.2945377368354392,0.5000000000000001,0.2054622631645609,0.28328851435757574,0.0004249327715363636
2023-10,confirmed,MOD,0.2119264135928719,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,AAON,0.0,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,VRT,0.163073586407128,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,NVT,0.0,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,JCI,0.0,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,TT,0.0,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,SPXC,0.0,0.0,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,confirmed,XLI_HEDGE,0.0,-0.627421874818928,0.3749999999999999,-0.2524218748189281,0.8558648870285567,0.001283797330542835
2023-10,core_signal,MOD,0.07369308531891604,0.0,0.48125000000000007,0.1367796424670375,0.29991550414965584,0.0004498732562244838
