ticker,inverse_vol_weight,recommended_drawdown_brake_weight,combined_core_weight
MOD,0.0976065804358858,0.0488032902179429,0.0488032902179429
AAON,0.07900510117370733,0.03950255058685367,0.03950255058685367
VRT,0.09074314841470016,0.04537157420735008,0.04537157420735008
NVT,0.1751451643860813,0.08757258219304065,0.08757258219304065
JCI,0.20205965120425962,0.10102982560212981,0.10102982560212981
TT,0.18802196772948554,0.09401098386474277,0.09401098386474277
SPXC,0.16741838665588024,0.08370919332794012,0.08370919332794012
XLI hedge,0.0,0.0,-0.18857466956414753
