month,train_end,test_end,spec,train_n,train_r,train_p,alpha,beta,x,prediction,actual,position,turnover,strategy_net
2009-11,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.003051092980275172,-0.02419811091346443,-0.028247310430910666,-1.0,1.0,0.026247310430910664
2009-12,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.01763618595707861,-0.013158382017852806,0.09425187006296687,-1.0,0.0,-0.09425187006296687
2010-01,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.057983502489285854,0.017381254369067144,-0.1821204912971357,1.0,2.0,-0.1861204912971357
2010-02,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.0431323508030399,0.00614014067411052,-0.04235223080603667,1.0,0.0,-0.04235223080603667
2010-03,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.054445856701274664,0.014703544292726897,0.12378033178665149,1.0,0.0,0.12378033178665149
2010-04,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,-0.07023584807226868,-0.079670363445246,0.20477255037919262,-1.0,2.0,-0.20877255037919262
2010-05,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.08365895692628911,0.0368154846963576,-0.10407719465342868,1.0,2.0,-0.10807719465342869
2010-06,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.03460326245284051,-0.00031568537119982393,-0.35624335095455306,-1.0,2.0,0.35224335095455306
2010-07,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,-0.12183853477624496,-0.11872939943515129,0.2127848872782101,-1.0,0.0,-0.2127848872782101
2010-08,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,-0.05121638610064494,-0.06527417795358934,0.02511683755876737,-1.0,0.0,-0.02511683755876737
2010-09,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.03759375691685207,0.0019478756632770808,0.18564220948686705,1.0,2.0,0.18164220948686705
2010-10,2009-10,2010-10,Copper return lag 2,60,0.37440527221604114,0.003207367420437397,-0.026507540095102998,0.7569186506503273,0.07861290182727565,0.03299603147970513,0.004040653023325458,1.0,0.0,0.004040653023325458
2010-11,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.05681636044757887,0.014776924253065808,0.024815824542610887,1.0,0.0,0.024815824542610887
2010-12,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.06996530925720101,0.022838963031383323,0.05238688861657215,1.0,0.0,0.05238688861657215
2011-01,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.020141200727435304,-0.007709782794452365,0.03948746359035704,-1.0,2.0,-0.043487463590357045
2011-02,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.0789036379100363,0.028319336653324235,-0.14288081002558162,1.0,2.0,-0.14688081002558162
2011-03,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.0407143564502892,0.004904273403609549,0.09088813420504716,1.0,0.0,0.09088813420504716
2011-04,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.035826952876194085,0.0019076508058541684,0.06990943201161182,1.0,0.0,0.06990943201161182
2011-05,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,-0.038962112887832134,-0.04394790442624845,-0.1034217421215069,-1.0,2.0,0.0994217421215069
2011-06,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,-0.0021709244454921617,-0.021390056478321456,-0.0106837590835136,-1.0,0.0,0.0106837590835136
2011-07,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,-0.059870411300616766,-0.05676744726827038,-0.01017808217227234,-1.0,0.0,0.01017808217227234
2011-08,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.015021208392834495,-0.010849012959835168,-0.20140289554851876,-1.0,0.0,0.20140289554851876
2011-09,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,0.06238087102178369,0.018188702691108588,-0.16310720782563415,1.0,2.0,-0.16710720782563415
2011-10,2010-10,2011-10,Copper return lag 2,72,0.2954208302369493,0.01175680432969655,-0.020058993644496474,0.6131318096255628,-0.07000495919150218,-0.06298126095634587,0.05055929333496634,-1.0,2.0,-0.05455929333496634
2011-11,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,-0.07000495919150218,-0.0673865701297582,-0.08388587412395188,-1.0,0.0,0.08388587412395188
2011-12,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,-0.08072912348990435,-0.07415833357989801,-0.027061542694407414,-1.0,0.0,0.027061542694407414
2012-01,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,-0.11557732292576972,-0.09616319630641705,0.10002207986849543,-1.0,0.0,-0.10002207986849543
2012-02,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,0.02495349389950796,-0.007425144322497204,-0.22884141232199484,-1.0,0.0,0.22884141232199484
2012-03,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,-0.002925745400712998,-0.025029463732175267,-0.05520374135180006,-1.0,0.0,0.05520374135180006
2012-04,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,0.06442895848881669,0.017501600628901774,-0.10459421100488564,1.0,2.0,-0.10859421100488564
2012-05,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,0.04600727958473172,0.005869248827700738,-0.13620751802609266,1.0,0.0,-0.13620751802609266
2012-06,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,0.0034644694279695187,-0.02099436859456523,0.032491344870660965,-1.0,2.0,-0.03649134487066097
2012-07,2011-10,2012-10,Copper return lag 3,84,0.30313752249991,0.005063798393935239,-0.023182004553289424,0.6314490585666209,-0.022112901887547665,-0.037145175632357454,-0.04398424028177517,-1.0,0.0,0.04398424028177517
