month,train_end,test_end,spec,train_n,train_r,train_p,alpha,beta,x,prediction,actual,position,turnover,strategy_net
2008-10,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-1.4,-0.030184058939448217,-0.042240499220316696,-1.0,1.0,0.040240499220316694
2008-11,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-1.0,-0.02070994396047457,0.102380006378886,-1.0,0.0,-0.102380006378886
2008-12,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.8,-0.015972886470987747,0.06853698401595043,-1.0,0.0,-0.06853698401595043
2009-01,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.6,-0.01123582898150092,-0.03587957086868876,-1.0,0.0,0.03587957086868876
2009-02,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.3,-0.004130242747270684,-0.08329551245237798,-1.0,0.0,0.08329551245237798
2009-03,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.2,-0.0017617140025272733,-0.05331409670748055,-1.0,0.0,0.05331409670748055
2009-04,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.2,-0.0017617140025272733,0.07755119186131632,-1.0,0.0,-0.07755119186131632
2009-05,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.4,-0.006498771492014098,-0.0635673223559019,-1.0,0.0,0.0635673223559019
2009-06,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.6,-0.01123582898150092,0.03148507625614405,-1.0,0.0,-0.03148507625614405
2009-07,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.8,-0.015972886470987747,0.0797921600991196,-1.0,0.0,-0.0797921600991196
2009-08,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.9,-0.01834141521573116,0.0020799550041243897,-1.0,0.0,-0.0020799550041243897
2009-09,2008-09,2009-09,ONI lag 4,60,0.2667326015123716,0.03938652175083798,0.0029753434869595513,0.02368528744743412,-0.8,-0.015972886470987747,0.01768340814292202,-1.0,0.0,-0.01768340814292202
2009-10,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,-0.6,-0.004455016638448588,0.08539680084145562,-1.0,0.0,-0.08539680084145562
2009-11,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,-0.3,0.0004222715307168768,-0.004280823226490149,1.0,2.0,-0.00828082322649015
2009-12,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,0.0,0.005299559699882342,-0.017943042101526974,1.0,0.0,-0.017943042101526974
2010-01,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,0.3,0.010176847869047807,-0.0011080539300900583,1.0,0.0,-0.0011080539300900583
2010-02,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,0.5,0.013428373315158117,0.07575224148030868,1.0,0.0,0.07575224148030868
2010-03,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,0.6,0.015054136038213272,0.051442756745859075,1.0,0.0,0.051442756745859075
2010-04,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,0.7,0.01667989876126843,0.0026587865900684626,1.0,0.0,0.0026587865900684626
2010-05,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,0.9,0.019931424207378735,-0.015134072654316544,1.0,0.0,-0.015134072654316544
2010-06,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,1.3,0.02643447509959936,-0.008782155507367495,1.0,0.0,-0.008782155507367495
2010-07,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,1.5,0.02968600054570967,0.11538597743690993,1.0,0.0,0.11538597743690993
2010-08,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,1.5,0.02968600054570967,-0.07552647703042137,1.0,0.0,-0.07552647703042137
2010-09,2009-09,2010-09,ONI lag 4,72,0.18096598183180618,0.12819373461828815,0.005299559699882342,0.01625762723055155,1.2,0.024808712376544202,0.09120836432673318,1.0,0.0,0.09120836432673318
2010-10,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,0.9,0.020492558092602142,0.03655693764582946,1.0,0.0,0.03655693764582946
2010-11,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,0.4,0.012769649071697146,0.08176067223056194,1.0,0.0,0.08176067223056194
2010-12,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-0.2,0.003502158246611152,-0.007795027367031526,1.0,0.0,-0.007795027367031526
2011-01,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-0.7,-0.004220750774293841,0.038570578962486834,-1.0,2.0,-0.04257057896248684
2011-02,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.0,-0.00885449618683684,-0.008362145433961743,-1.0,0.0,0.008362145433961743
2011-03,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.2,-0.011943659795198838,0.005116934969948694,-1.0,0.0,-0.005116934969948694
2011-04,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.4,-0.015032823403560833,-0.06304883650683157,-1.0,0.0,0.06304883650683157
2011-05,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.5,-0.016577405207741834,-0.024647279162804736,-1.0,0.0,0.024647279162804736
2011-06,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.6,-0.018121987011922837,0.017692259165936974,-1.0,0.0,-0.017692259165936974
2011-07,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.5,-0.016577405207741834,-0.05024431434902654,-1.0,0.0,0.05024431434902654
2011-08,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.3,-0.013488241599379837,-0.053577574938799444,-1.0,0.0,0.053577574938799444
2011-09,2010-09,2011-09,ONI lag 4,84,0.18752362454796212,0.08761434838291063,0.00659132185497315,0.01544581804180999,-1.1,-0.010399077991017839,-0.1133956245616714,-1.0,0.0,0.1133956245616714
2011-10,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-1.1,-0.015732668878064772,0.12953038539911876,-1.0,0.0,-0.12953038539911876
2011-11,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.8,-0.009733439406619138,0.006078043196574345,-1.0,0.0,-0.006078043196574345
2011-12,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.7,-0.007733696249470592,-0.03528215600514928,-1.0,0.0,0.03528215600514928
2012-01,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.5,-0.003734209935173505,0.07365066603738324,-1.0,0.0,-0.07365066603738324
2012-02,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.3,0.0002652763791235833,0.01996874205081811,1.0,2.0,0.01596874205081811
2012-03,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.4,-0.001734466778024961,-0.07355825671647542,-1.0,2.0,0.06955825671647542
2012-04,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.5,-0.003734209935173505,-0.02697517096858082,-1.0,0.0,0.02697517096858082
2012-05,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.8,-0.009733439406619138,-0.05974755306082091,-1.0,0.0,0.05974755306082091
2012-06,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.9,-0.011733182563767684,-0.10832326380782797,-1.0,0.0,0.10832326380782797
2012-07,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-1.0,-0.013732925720916226,0.08923685737386267,-1.0,0.0,-0.08923685737386267
2012-08,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.9,-0.011733182563767684,-0.004869787860951824,-1.0,0.0,0.004869787860951824
2012-09,2011-09,2012-09,ONI lag 5,96,0.26375181156844274,0.009417158496281847,0.006264505850569216,0.019997431571485442,-0.7,-0.007733696249470592,0.03574407022710702,-1.0,0.0,-0.03574407022710702
2012-10,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,-0.4,3.1124177378280896e-05,0.017307547250886124,1.0,2.0,0.013307547250886124
2012-11,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,-0.3,0.0019128456527646737,0.093819458510362,1.0,0.0,0.093819458510362
2012-12,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,-0.2,0.003794567128151065,0.03620370939748341,1.0,0.0,0.03620370939748341
2013-01,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.0,0.007558010078923849,-6.121695800409555e-05,1.0,0.0,-6.121695800409555e-05
2013-02,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.3,0.013203174505083024,0.07179856441291665,1.0,0.0,0.07179856441291665
2013-03,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.4,0.015084895980469417,-0.04451679586108437,1.0,0.0,-0.04451679586108437
2013-04,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.4,0.015084895980469417,-0.016421291241287328,1.0,0.0,-0.016421291241287328
2013-05,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.3,0.013203174505083024,0.04968600187678174,1.0,0.0,0.04968600187678174
2013-06,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.1,0.00943973155431024,0.014889548874313263,1.0,0.0,0.014889548874313263
2013-07,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,0.0,0.007558010078923849,-0.0037760869078216075,1.0,0.0,-0.0037760869078216075
2013-08,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,-0.2,0.003794567128151065,-0.05472910555580501,1.0,0.0,-0.05472910555580501
2013-09,2012-09,2013-09,ONI lag 4,108,0.23717523066130258,0.013455178709881886,0.007558010078923849,0.018817214753863918,-0.3,0.0019128456527646737,0.05729023583640558,1.0,0.0,0.05729023583640558
2013-10,2013-09,2014-09,ONI lag 4,120,0.2264171565430065,0.012893496587555921,0.00854259275967589,0.01833673236446977,-0.2,0.0048752462867819365,-0.02058815901529165,1.0,0.0,-0.02058815901529165
2013-11,2013-09,2014-09,ONI lag 4,120,0.2264171565430065,0.012893496587555921,0.00854259275967589,0.01833673236446977,-0.2,0.0048752462867819365,0.00012068464049352912,1.0,0.0,0.00012068464049352912
2013-12,2013-09,2014-09,ONI lag 4,120,0.2264171565430065,0.012893496587555921,0.00854259275967589,0.01833673236446977,-0.3,0.00304157305033496,0.02633830301289919,1.0,0.0,0.02633830301289919
2014-01,2013-09,2014-09,ONI lag 4,120,0.2264171565430065,0.012893496587555921,0.00854259275967589,0.01833673236446977,-0.4,0.0012078998138879823,-0.00473501534032561,1.0,0.0,-0.00473501534032561
2014-02,2013-09,2014-09,ONI lag 4,120,0.2264171565430065,0.012893496587555921,0.00854259275967589,0.01833673236446977,-0.4,0.0012078998138879823,-0.02258793051371022,1.0,0.0,-0.02258793051371022
2014-03,2013-09,2014-09,ONI lag 4,120,0.2264171565430065,0.012893496587555921,0.00854259275967589,0.01833673236446977,-0.3,0.00304157305033496,0.0016153908532858807,1.0,0.0,0.0016153908532858807
