month,train_end,test_end,spec,train_n,train_r,train_p,alpha,beta,x,prediction,actual,position,turnover,strategy_net
2025-03,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,-0.10000000000000003,0.007676753502980128,-0.21588932073624978,1.0,1.0,-0.21788932073624978
2025-04,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,-0.09999999999999998,0.007676753502980138,0.1763797984939952,1.0,0.0,0.1763797984939952
2025-05,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,0.3,0.08222579228288451,0.1734218250033761,1.0,0.0,0.1734218250033761
2025-06,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,0.1,0.044951272892932326,0.12658779520887542,1.0,0.0,0.12658779520887542
2025-07,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,0.1,0.044951272892932326,0.10286460705512468,1.0,0.0,0.10286460705512468
2025-08,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,0.0,0.02631401319795623,-0.1526665559314324,1.0,0.0,-0.1526665559314324
2025-09,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,0.0,0.02631401319795623,0.1356117387145801,1.0,0.0,0.1356117387145801
2025-10,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,-0.1,0.007676753502980135,0.22205455643763994,1.0,0.0,0.22205455643763994
2025-11,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,-0.19999999999999998,-0.010960506191995959,-0.07245688866032474,-1.0,2.0,0.06845688866032473
2025-12,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,-0.10000000000000003,0.007676753502980128,-0.10164430509649591,1.0,2.0,-0.10564430509649592
2026-01,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,-0.19999999999999996,-0.010960506191995952,0.12442563279950658,-1.0,2.0,-0.12842563279950658
2026-02,2025-02,2026-02,dONI lag 0,60,0.2548279997947058,0.04942140453840538,0.02631401319795623,0.18637259694976094,0.0,0.02631401319795623,0.32279768356976124,1.0,2.0,0.31879768356976124
2026-03,2026-02,2026-07,dONI lag 0,72,0.25361175422678855,0.03158825958549977,0.034645041247081294,0.20037554461837226,0.0,0.034645041247081294,0.03631389858035128,1.0,0.0,0.03631389858035128
2026-04,2026-02,2026-07,dONI lag 0,72,0.25361175422678855,0.03158825958549977,0.034645041247081294,0.20037554461837226,0.19999999999999996,0.07472015017075573,0.1708351014194145,1.0,0.0,0.1708351014194145
2026-05,2026-02,2026-07,dONI lag 0,72,0.25361175422678855,0.03158825958549977,0.034645041247081294,0.20037554461837226,0.2,0.07472015017075576,-0.09097005381501688,1.0,0.0,-0.09097005381501688
2026-06,2026-02,2026-07,dONI lag 0,72,0.25361175422678855,0.03158825958549977,0.034645041247081294,0.20037554461837226,0.30000000000000004,0.09475770463259298,0.07168785915883724,1.0,0.0,0.07168785915883724
2026-07,2026-02,2026-07,dONI lag 0,72,0.25361175422678855,0.03158825958549977,0.034645041247081294,0.20037554461837226,0.4,0.1147952590944302,-0.3267818933286746,1.0,0.0,-0.3267818933286746
