month,train_end,test_end,spec,train_n,train_r,train_p,alpha,beta,x,prediction,actual,position,turnover,strategy_net
2002-04,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,-0.1,-0.0024900024340285157,-0.011778161098352058,-1.0,1.0,0.010778161098352057
2002-05,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.1,-0.0030897646602932893,0.00530596059349886,-1.0,0.0,-0.00530596059349886
2002-06,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.1,-0.0030897646602932893,0.03299439203070964,-1.0,0.0,-0.03299439203070964
2002-07,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.2,-0.003389645773425676,-0.03848081150837146,-1.0,0.0,0.03848081150837146
2002-08,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.3,-0.003689526886558063,-0.06864381170880307,-1.0,0.0,0.06864381170880307
2002-09,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.5,-0.004289289112822836,-0.0026897619628929448,-1.0,0.0,0.0026897619628929448
2002-10,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.6,-0.004589170225955223,0.00488240382664884,-1.0,0.0,-0.00488240382664884
2002-11,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.6,-0.004589170225955223,0.06187663661530873,-1.0,0.0,-0.06187663661530873
2002-12,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,0.8,-0.005188932452219997,0.007516463509425364,-1.0,0.0,-0.007516463509425364
2003-01,2002-03,2003-03,ONI lag 0,120,-0.0507128590576787,0.5822707004190508,-0.0027898835471609025,-0.002998811131323868,1.0,-0.005788694678484771,0.03536736418140851,-1.0,0.0,-0.03536736418140851
