episode,ticker,strategy,entry_date,side,entry_price,exit_date,exit_reason,exit_price
2023-04 to 2024-08,HIG,Core MA + ATR,2024-02-05,long,89.84,2024-02-23,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-02-26,long,95.85,2024-02-28,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-03-07,long,97.56,2024-03-19,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-04-08,long,103.27,2024-04-09,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-04-24,long,99.25,2024-04-25,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-05-07,long,99.54,2024-05-09,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-05-10,long,101.85,2024-05-13,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-05-14,long,100.6,2024-05-15,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-05-16,long,101.9,2024-05-22,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-06-03,long,102.71,2024-06-05,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-06-18,long,100.92,2024-06-21,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-06-25,long,104.48,2024-06-26,ATR stop,101.13607087850842
2023-04 to 2024-08,HIG,Core MA + ATR,2024-07-12,long,101.61,2024-07-15,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-07-18,long,104.96,2024-07-19,ATR stop,101.52397055330688
2023-04 to 2024-08,HIG,Core MA + ATR,2024-07-29,long,109.5,2024-08-05,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-08-13,long,107.54,2024-08-19,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-09-10,long,117.27,2024-09-12,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-09-13,long,115.6,2024-09-16,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-10-15,long,118.93,2024-10-24,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-11-07,long,115.99,2024-11-08,signal,
2023-04 to 2024-08,HIG,Core MA + ATR,2024-11-11,long,118.0,2024-11-14,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2023-07-21,long,75.0,2023-07-25,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2023-08-08,long,73.16,2023-08-09,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2023-11-07,long,73.74,2023-11-09,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2023-12-07,long,78.6,2023-12-08,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-01-09,long,81.89,2024-01-11,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-02-13,long,91.44,2024-02-21,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-02-26,long,95.85,2024-02-28,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-03-07,long,97.56,2024-03-19,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-04-24,long,99.25,2024-04-25,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-05-14,long,100.6,2024-05-15,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-05-16,long,101.9,2024-05-22,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-07-18,long,104.96,2024-07-19,ATR stop,101.52397055330688
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-07-29,long,109.5,2024-08-05,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-08-13,long,107.54,2024-08-19,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-09-10,long,117.27,2024-09-12,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-09-13,long,115.6,2024-09-16,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-10-15,long,118.93,2024-10-24,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-11-07,long,115.99,2024-11-08,signal,
2023-04 to 2024-08,HIG,Enhanced short/order-book,2024-11-11,long,118.0,2024-11-14,signal,
2025-04 to 2025-06,ROOT,Core MA + ATR,2025-08-04,short,119.35,2025-08-05,signal,
2025-04 to 2025-06,ROOT,Core MA + ATR,2025-08-08,short,91.66,2025-08-18,signal,
2025-04 to 2025-06,ROOT,Core MA + ATR,2025-08-19,short,88.1,2025-08-25,signal,
2025-04 to 2025-06,ROOT,Core MA + ATR,2025-08-26,short,87.91,2025-08-27,signal,
2025-04 to 2025-06,PLMR,Core MA + ATR,2025-07-08,short,144.52,2025-07-09,signal,
2025-04 to 2025-06,PLMR,Core MA + ATR,2025-07-11,short,138.85,2025-07-16,ATR stop,146.26888853804982
2025-04 to 2025-06,PLMR,Core MA + ATR,2025-07-24,short,136.6,2025-07-29,signal,
2025-04 to 2025-06,PLMR,Core MA + ATR,2025-08-06,short,112.51,2025-08-13,signal,
2025-04 to 2025-06,PLMR,Core MA + ATR,2025-08-15,short,121.18,2025-08-19,signal,
2025-04 to 2025-06,PLMR,Enhanced short/order-book,2025-07-08,short,144.52,2025-07-09,signal,
2025-04 to 2025-06,PLMR,Enhanced short/order-book,2025-07-11,short,138.85,2025-07-16,ATR stop,146.26888853804982
2025-04 to 2025-06,PLMR,Enhanced short/order-book,2025-07-24,short,136.6,2025-07-29,signal,
2025-04 to 2025-06,PLMR,Enhanced short/order-book,2025-08-06,short,112.51,2025-08-13,signal,
2025-04 to 2025-06,PLMR,Enhanced short/order-book,2025-08-15,short,121.18,2025-08-19,signal,
2025-04 to 2025-06,KNSL,Core MA + ATR,2025-08-08,short,440.0,2025-08-13,signal,
2025-04 to 2025-06,KNSL,Core MA + ATR,2025-09-11,short,425.0,2025-09-18,signal,
2025-04 to 2025-06,KNSL,Core MA + ATR,2025-09-26,short,420.1,2025-09-30,signal,
2025-04 to 2025-06,KNSL,Enhanced short/order-book,2025-08-08,short,440.0,2025-08-13,signal,
2025-04 to 2025-06,KNSL,Enhanced short/order-book,2025-09-11,short,425.0,2025-09-18,signal,
2025-04 to 2025-06,KNSL,Enhanced short/order-book,2025-09-26,short,420.1,2025-09-30,signal,
2025-04 to 2025-06,MCY,Core MA + ATR,2025-07-15,long,68.12,2025-07-22,signal,
2025-04 to 2025-06,MCY,Core MA + ATR,2025-07-31,long,69.98,2025-08-01,signal,
2025-04 to 2025-06,MCY,Core MA + ATR,2025-08-05,long,71.92,2025-08-12,signal,
2025-04 to 2025-06,MCY,Core MA + ATR,2025-08-13,long,74.48,2025-08-15,signal,
2025-04 to 2025-06,MCY,Enhanced short/order-book,2025-07-15,long,68.12,2025-07-22,signal,
2025-04 to 2025-06,MCY,Enhanced short/order-book,2025-07-31,long,69.98,2025-08-01,signal,
2025-04 to 2025-06,MCY,Enhanced short/order-book,2025-08-05,long,71.92,2025-08-12,signal,
2025-04 to 2025-06,MCY,Enhanced short/order-book,2025-08-13,long,74.48,2025-08-15,signal,
2025-04 to 2025-06,LMND,Core MA + ATR,2025-07-03,long,42.17,2025-07-07,signal,
2025-04 to 2025-06,LMND,Core MA + ATR,2025-08-06,long,48.38,2025-08-21,signal,
2025-04 to 2025-06,LMND,Core MA + ATR,2025-09-24,long,58.04,2025-09-25,signal,
2025-04 to 2025-06,LMND,Enhanced short/order-book,2025-07-03,long,42.17,2025-07-07,signal,
2025-04 to 2025-06,LMND,Enhanced short/order-book,2025-08-06,long,48.38,2025-08-21,signal,
2025-04 to 2025-06,LMND,Enhanced short/order-book,2025-09-24,long,58.04,2025-09-25,signal,
2025-04 to 2025-06,CINF,Core MA + ATR,2025-07-07,long,148.35,2025-07-08,signal,
2025-04 to 2025-06,CINF,Core MA + ATR,2025-07-17,long,146.755,2025-07-22,signal,
2025-04 to 2025-06,CINF,Core MA + ATR,2025-07-30,long,153.26,2025-07-31,signal,
2025-04 to 2025-06,CINF,Core MA + ATR,2025-08-05,long,150.39,2025-08-06,signal,
2025-04 to 2025-06,CINF,Core MA + ATR,2025-08-07,long,154.45,2025-08-14,signal,
2025-04 to 2025-06,CINF,Core MA + ATR,2025-08-15,long,155.35,2025-08-18,ATR stop,149.6254773269219
2025-04 to 2025-06,CINF,Core MA + ATR,2025-08-20,long,152.8,2025-08-21,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-07-03,short,257.86,2025-07-07,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-07-08,short,252.69,2025-07-10,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-07-17,short,244.54,2025-07-21,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-07-29,short,242.17,2025-07-30,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-08-26,short,243.5,2025-08-27,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-09-09,short,245.69,2025-09-12,signal,
2025-04 to 2025-06,PGR,Core MA + ATR,2025-09-18,short,243.43,2025-09-22,signal,
2025-04 to 2025-06,AIZ,Core MA + ATR,2025-08-19,long,209.0,2025-08-21,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-07-24,short,79.04,2025-07-28,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-07-29,short,79.73,2025-08-07,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-08-08,short,77.27,2025-08-11,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-09-08,short,78.93,2025-09-09,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-09-16,short,76.28,2025-09-18,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-09-19,short,77.91,2025-09-24,signal,
2025-04 to 2025-06,AIG,Core MA + ATR,2025-09-26,short,77.59,2025-09-29,signal,
2025-04 to 2025-06,BAP,Core MA + ATR,2025-07-25,long,236.24,2025-07-31,signal,
2025-04 to 2025-06,BAP,Core MA + ATR,2025-08-04,long,237.24,2025-08-12,signal,
2025-04 to 2025-06,BAP,Core MA + ATR,2025-08-22,long,250.79,2025-08-26,signal,
2025-04 to 2025-06,BAP,Core MA + ATR,2025-09-08,long,261.01,2025-09-11,signal,
2025-04 to 2025-06,BAP,Core MA + ATR,2025-09-18,long,276.415,2025-09-18,ATR stop,264.4097325852048
2025-04 to 2025-06,BAP,Core MA + ATR,2025-09-23,long,267.2,2025-09-24,signal,
2025-04 to 2025-06,BAP,Core MA + ATR,2025-09-30,long,268.54,2025-09-30,event end,266.28
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-07-25,long,236.24,2025-07-31,signal,
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-08-04,long,237.24,2025-08-12,signal,
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-08-22,long,250.79,2025-08-26,signal,
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-09-08,long,261.01,2025-09-11,signal,
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-09-18,long,276.415,2025-09-18,ATR stop,264.4097325852048
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-09-23,long,267.2,2025-09-24,signal,
2025-04 to 2025-06,BAP,Enhanced short/order-book,2025-09-30,long,268.54,2025-09-30,event end,266.28
2025-04 to 2025-06,ALL,Core MA + ATR,2025-07-08,short,193.2,2025-07-10,signal,
2025-04 to 2025-06,ALL,Core MA + ATR,2025-07-18,short,193.28,2025-07-21,signal,
2025-04 to 2025-06,ALL,Core MA + ATR,2025-09-19,long,206.38,2025-09-24,signal,
2025-04 to 2025-06,ALL,Enhanced short/order-book,2025-07-08,short,193.2,2025-07-10,signal,
2025-04 to 2025-06,ALL,Enhanced short/order-book,2025-07-18,short,193.28,2025-07-21,signal,
2025-04 to 2025-06,HIG,Core MA + ATR,2025-07-16,short,120.23,2025-07-18,signal,
2025-04 to 2025-06,HIG,Core MA + ATR,2025-07-22,short,121.65,2025-07-23,signal,
2025-04 to 2025-06,HIG,Core MA + ATR,2025-09-29,long,133.13,2025-09-30,signal,
2025-04 to 2025-06,HIG,Enhanced short/order-book,2025-07-16,short,120.23,2025-07-18,signal,
2025-04 to 2025-06,HIG,Enhanced short/order-book,2025-07-22,short,121.65,2025-07-23,signal,
2025-04 to 2025-06,HIG,Enhanced short/order-book,2025-09-29,long,133.13,2025-09-30,signal,
