episode,date,series,return
2014-03 to 2016-06,2015-01-27,Enhanced short/order-book,-0.001540947870861023
2014-03 to 2016-06,2015-01-28,Enhanced short/order-book,0.00022926047923082843
2014-03 to 2016-06,2015-01-29,Enhanced short/order-book,0.0005109692840003052
2014-03 to 2016-06,2015-01-30,Enhanced short/order-book,0.001361921087796356
2014-03 to 2016-06,2015-02-02,Enhanced short/order-book,-0.009078002621349971
2014-03 to 2016-06,2015-02-03,Enhanced short/order-book,-0.004566048630427417
2014-03 to 2016-06,2015-02-04,Enhanced short/order-book,0.001588610571501376
2014-03 to 2016-06,2015-02-05,Enhanced short/order-book,-0.00155057113523447
2014-03 to 2016-06,2015-02-06,Enhanced short/order-book,0.0009288692207948051
2014-03 to 2016-06,2015-02-09,Enhanced short/order-book,-0.0001179607301956368
2014-03 to 2016-06,2015-02-10,Enhanced short/order-book,0.00046320466873306734
2014-03 to 2016-06,2015-02-11,Enhanced short/order-book,-0.0014549932339146276
2014-03 to 2016-06,2015-02-12,Enhanced short/order-book,-0.0009147405502312153
2014-03 to 2016-06,2015-02-13,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-17,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-18,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-19,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-20,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-23,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-24,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-25,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-26,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-02-27,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-03,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-04,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-05,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-06,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-09,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-10,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-11,Enhanced short/order-book,0.001297552718200643
2014-03 to 2016-06,2015-03-12,Enhanced short/order-book,-0.000997148926654725
2014-03 to 2016-06,2015-03-13,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-16,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-17,Enhanced short/order-book,0.0007875237293483696
2014-03 to 2016-06,2015-03-18,Enhanced short/order-book,-0.0012119978058558489
2014-03 to 2016-06,2015-03-19,Enhanced short/order-book,-7.426323472086555e-05
2014-03 to 2016-06,2015-03-20,Enhanced short/order-book,0.0033027576440157725
2014-03 to 2016-06,2015-03-23,Enhanced short/order-book,-0.00034101482427977323
2014-03 to 2016-06,2015-03-24,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-25,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-26,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-03-27,Enhanced short/order-book,-0.0033007108931655837
2014-03 to 2016-06,2015-03-30,Enhanced short/order-book,-0.0025167861177858596
2014-03 to 2016-06,2015-03-31,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-06,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-07,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-08,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-09,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-10,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-13,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-14,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-15,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-16,Enhanced short/order-book,-0.000977370689655168
2014-03 to 2016-06,2015-04-17,Enhanced short/order-book,-0.0006363789286334373
2014-03 to 2016-06,2015-04-20,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-21,Enhanced short/order-book,-0.0017075456473625815
2014-03 to 2016-06,2015-04-22,Enhanced short/order-book,-0.00014046150971599647
2014-03 to 2016-06,2015-04-23,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-24,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-27,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-28,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-29,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-04-30,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-04,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-05,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-06,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-07,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-08,Enhanced short/order-book,0.00120883137330509
2014-03 to 2016-06,2015-05-11,Enhanced short/order-book,0.0011730258909344537
2014-03 to 2016-06,2015-05-12,Enhanced short/order-book,-0.0011890767668041786
2014-03 to 2016-06,2015-05-13,Enhanced short/order-book,-0.0005338602623746212
2014-03 to 2016-06,2015-05-14,Enhanced short/order-book,-0.0012224957880222266
2014-03 to 2016-06,2015-05-15,Enhanced short/order-book,-7.526981076285888e-05
2014-03 to 2016-06,2015-05-18,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-19,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-20,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-21,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-22,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-26,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-27,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-28,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-05-29,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-03,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-04,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-05,Enhanced short/order-book,7.165750915752239e-05
2014-03 to 2016-06,2015-06-08,Enhanced short/order-book,0.0003275306933076574
2014-03 to 2016-06,2015-06-09,Enhanced short/order-book,-0.0002832855220029392
2014-03 to 2016-06,2015-06-10,Enhanced short/order-book,-0.0035910887994784362
2014-03 to 2016-06,2015-06-11,Enhanced short/order-book,-0.001082145645864478
2014-03 to 2016-06,2015-06-12,Enhanced short/order-book,0.00048040913468661375
2014-03 to 2016-06,2015-06-15,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-16,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-06-17,Enhanced short/order-book,-0.0006829383929886737
2014-03 to 2016-06,2015-06-18,Enhanced short/order-book,0.0019239307384934234
2014-03 to 2016-06,2015-06-19,Enhanced short/order-book,-0.0006284215975930588
2014-03 to 2016-06,2015-06-22,Enhanced short/order-book,0.0005879275267538904
2014-03 to 2016-06,2015-06-23,Enhanced short/order-book,0.0008357224106046389
2014-03 to 2016-06,2015-06-24,Enhanced short/order-book,-0.0002333215747945699
2014-03 to 2016-06,2015-06-25,Enhanced short/order-book,0.0016191701339534604
2014-03 to 2016-06,2015-06-26,Enhanced short/order-book,-0.0015432363012021556
2014-03 to 2016-06,2015-06-29,Enhanced short/order-book,0.002188015396801296
2014-03 to 2016-06,2015-06-30,Enhanced short/order-book,0.0005873133397011681
2014-03 to 2016-06,2015-07-01,Enhanced short/order-book,-0.0023356281173785133
2014-03 to 2016-06,2015-07-02,Enhanced short/order-book,-0.0004453354281103391
2014-03 to 2016-06,2015-07-06,Enhanced short/order-book,0.0005291459267314723
2014-03 to 2016-06,2015-07-07,Enhanced short/order-book,0.0025486416464903443
2014-03 to 2016-06,2015-07-08,Enhanced short/order-book,-0.0010599233428251636
2014-03 to 2016-06,2015-07-09,Enhanced short/order-book,-0.0001755564058997307
2014-03 to 2016-06,2015-07-10,Enhanced short/order-book,0.00422225320921824
2014-03 to 2016-06,2015-07-13,Enhanced short/order-book,0.0024362398455534152
2014-03 to 2016-06,2015-07-14,Enhanced short/order-book,0.001696904727725882
2014-03 to 2016-06,2015-07-15,Enhanced short/order-book,0.0009551911942187255
2014-03 to 2016-06,2015-07-16,Enhanced short/order-book,0.0014424086011895244
2014-03 to 2016-06,2015-07-17,Enhanced short/order-book,0.0028132513228542495
2014-03 to 2016-06,2015-07-20,Enhanced short/order-book,-0.002936575410279351
2014-03 to 2016-06,2015-07-21,Enhanced short/order-book,0.00022047964234754016
2014-03 to 2016-06,2015-07-22,Enhanced short/order-book,0.0016973886339648448
2014-03 to 2016-06,2015-07-23,Enhanced short/order-book,0.0012736715220525662
2014-03 to 2016-06,2015-07-24,Enhanced short/order-book,0.001335792901856142
2014-03 to 2016-06,2015-07-27,Enhanced short/order-book,-0.0007064213374903189
2014-03 to 2016-06,2015-07-28,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-07-29,Enhanced short/order-book,0.0007023139415283909
2014-03 to 2016-06,2015-07-30,Enhanced short/order-book,0.0037478495753268497
2014-03 to 2016-06,2015-07-31,Enhanced short/order-book,-0.0010505344777546055
2014-03 to 2016-06,2015-08-03,Enhanced short/order-book,0.0032157651288062805
2014-03 to 2016-06,2015-08-04,Enhanced short/order-book,-0.0002614905728951511
2014-03 to 2016-06,2015-08-05,Enhanced short/order-book,0.0012731096100484507
2014-03 to 2016-06,2015-08-06,Enhanced short/order-book,-0.0006424602288062353
2014-03 to 2016-06,2015-08-07,Enhanced short/order-book,0.0005772006274600319
2014-03 to 2016-06,2015-08-10,Enhanced short/order-book,0.00063620068777576
2014-03 to 2016-06,2015-08-11,Enhanced short/order-book,0.0022067648005147968
2014-03 to 2016-06,2015-08-12,Enhanced short/order-book,0.0035074685603172138
2014-03 to 2016-06,2015-08-13,Enhanced short/order-book,0.002846723049697042
2014-03 to 2016-06,2015-08-14,Enhanced short/order-book,0.008148691471557746
2014-03 to 2016-06,2015-08-17,Enhanced short/order-book,0.0021400156433443707
2014-03 to 2016-06,2015-08-18,Enhanced short/order-book,-0.00017193648284389304
2014-03 to 2016-06,2015-08-19,Enhanced short/order-book,-0.001041325784037468
2014-03 to 2016-06,2015-08-20,Enhanced short/order-book,0.001002125895829984
2014-03 to 2016-06,2015-08-21,Enhanced short/order-book,0.004442269447381973
2014-03 to 2016-06,2015-08-24,Enhanced short/order-book,0.011680016898636337
2014-03 to 2016-06,2015-08-25,Enhanced short/order-book,0.005010202498547905
2014-03 to 2016-06,2015-08-26,Enhanced short/order-book,-0.003325860623923313
2014-03 to 2016-06,2015-08-27,Enhanced short/order-book,-0.013157129525999593
2014-03 to 2016-06,2015-08-28,Enhanced short/order-book,-0.0004931003164238587
2014-03 to 2016-06,2015-08-31,Enhanced short/order-book,0.0023503697947967485
2014-03 to 2016-06,2015-09-01,Enhanced short/order-book,0.0024177889894479387
2014-03 to 2016-06,2015-09-02,Enhanced short/order-book,-0.0013625634406720342
2014-03 to 2016-06,2015-09-03,Enhanced short/order-book,-0.00025598696450624054
2014-03 to 2016-06,2015-09-04,Enhanced short/order-book,0.0035010121438593567
2014-03 to 2016-06,2015-09-08,Enhanced short/order-book,-0.006410712422612156
2014-03 to 2016-06,2015-09-09,Enhanced short/order-book,0.00498904285968425
2014-03 to 2016-06,2015-09-10,Enhanced short/order-book,-0.0004795966156559355
2014-03 to 2016-06,2015-09-11,Enhanced short/order-book,-0.003834574700821751
2014-03 to 2016-06,2015-09-14,Enhanced short/order-book,-0.0002477237678760962
2014-03 to 2016-06,2015-09-15,Enhanced short/order-book,0.0021400963069869243
2014-03 to 2016-06,2015-09-16,Enhanced short/order-book,-0.0003263545350751574
2014-03 to 2016-06,2015-09-17,Enhanced short/order-book,0.0006229187294546115
2014-03 to 2016-06,2015-09-18,Enhanced short/order-book,-0.004083069630956667
2014-03 to 2016-06,2015-09-21,Enhanced short/order-book,0.00013916261718923794
2014-03 to 2016-06,2015-09-22,Enhanced short/order-book,0.005471625475426683
2014-03 to 2016-06,2015-09-23,Enhanced short/order-book,0.0007945680438264374
2014-03 to 2016-06,2015-09-24,Enhanced short/order-book,0.0018621164668674562
2014-03 to 2016-06,2015-09-25,Enhanced short/order-book,0.002731848392340691
2014-03 to 2016-06,2015-09-28,Enhanced short/order-book,0.0005094507747312023
2014-03 to 2016-06,2015-09-29,Enhanced short/order-book,-0.004507299487031146
2014-03 to 2016-06,2015-09-30,Enhanced short/order-book,-0.0052999705203719315
2014-03 to 2016-06,2015-10-01,Enhanced short/order-book,-0.004625986195886321
2014-03 to 2016-06,2015-10-02,Enhanced short/order-book,0.0035277368856182576
2014-03 to 2016-06,2015-10-05,Enhanced short/order-book,0.0011253401084551653
2014-03 to 2016-06,2015-10-06,Enhanced short/order-book,0.0010051937752148
2014-03 to 2016-06,2015-10-07,Enhanced short/order-book,0.000985484645271928
2014-03 to 2016-06,2015-10-08,Enhanced short/order-book,-0.0011147818524324322
2014-03 to 2016-06,2015-10-09,Enhanced short/order-book,-0.0017775609233406757
2014-03 to 2016-06,2015-10-12,Enhanced short/order-book,-0.00021722939424032028
2014-03 to 2016-06,2015-10-13,Enhanced short/order-book,-0.0003890745461328052
2014-03 to 2016-06,2015-10-14,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-10-15,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-10-16,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-10-19,Enhanced short/order-book,0.0007922284283513084
2014-03 to 2016-06,2015-10-20,Enhanced short/order-book,5.9248776009799496e-05
2014-03 to 2016-06,2015-10-21,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-10-22,Enhanced short/order-book,0.0008572352831129928
2014-03 to 2016-06,2015-10-23,Enhanced short/order-book,0.0016400544621859026
2014-03 to 2016-06,2015-10-26,Enhanced short/order-book,0.0002901649358582614
2014-03 to 2016-06,2015-10-27,Enhanced short/order-book,-0.0009774652608483918
2014-03 to 2016-06,2015-10-28,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-10-29,Enhanced short/order-book,0.002691997863141428
2014-03 to 2016-06,2015-10-30,Enhanced short/order-book,-0.0013740032203993884
2014-03 to 2016-06,2015-11-02,Enhanced short/order-book,-0.00020107245799092988
2014-03 to 2016-06,2015-11-03,Enhanced short/order-book,0.0012069154567453146
2014-03 to 2016-06,2015-11-04,Enhanced short/order-book,-0.0007332893299341162
2014-03 to 2016-06,2015-11-05,Enhanced short/order-book,-0.0006302534748017158
2014-03 to 2016-06,2015-11-06,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-09,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-10,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-11,Enhanced short/order-book,-0.0018809149065800133
2014-03 to 2016-06,2015-11-12,Enhanced short/order-book,-0.00046460874402505156
2014-03 to 2016-06,2015-11-13,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-16,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-17,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-18,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-19,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-20,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-23,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-24,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-25,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-27,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-11-30,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-03,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-04,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-07,Enhanced short/order-book,-0.00198361551187181
2014-03 to 2016-06,2015-12-08,Enhanced short/order-book,-0.001562892316943839
2014-03 to 2016-06,2015-12-09,Enhanced short/order-book,-0.001005432067007482
2014-03 to 2016-06,2015-12-10,Enhanced short/order-book,0.0027003002754434546
2014-03 to 2016-06,2015-12-11,Enhanced short/order-book,0.0038795391583464046
2014-03 to 2016-06,2015-12-14,Enhanced short/order-book,-0.0009474839638868937
2014-03 to 2016-06,2015-12-15,Enhanced short/order-book,-0.0024453864221570137
2014-03 to 2016-06,2015-12-16,Enhanced short/order-book,-0.001840265073142141
2014-03 to 2016-06,2015-12-17,Enhanced short/order-book,-0.002143899818640587
2014-03 to 2016-06,2015-12-18,Enhanced short/order-book,-0.0006148338544171814
2014-03 to 2016-06,2015-12-21,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-22,Enhanced short/order-book,-0.0020558399528136672
2014-03 to 2016-06,2015-12-23,Enhanced short/order-book,0.00011210026639476561
2014-03 to 2016-06,2015-12-24,Enhanced short/order-book,-0.00020038254425249957
2014-03 to 2016-06,2015-12-28,Enhanced short/order-book,0.0
2014-03 to 2016-06,2015-12-29,Enhanced short/order-book,0.0002582460245154941
2014-03 to 2016-06,2015-12-30,Enhanced short/order-book,-0.0009084902543772672
2014-03 to 2016-06,2015-12-31,Enhanced short/order-book,-0.0019342762063227908
2014-03 to 2016-06,2016-01-04,Enhanced short/order-book,-0.0023330604613824683
2014-03 to 2016-06,2016-01-05,Enhanced short/order-book,-0.0013293260733351672
2014-03 to 2016-06,2016-01-06,Enhanced short/order-book,0.0022488252543219137
2014-03 to 2016-06,2016-01-07,Enhanced short/order-book,0.00021805967159812883
2014-03 to 2016-06,2016-01-08,Enhanced short/order-book,0.0025432603916359297
2014-03 to 2016-06,2016-01-11,Enhanced short/order-book,-0.0008766902462923167
2014-03 to 2016-06,2016-01-12,Enhanced short/order-book,-0.004884534594963871
2014-03 to 2016-06,2016-01-13,Enhanced short/order-book,0.012080559106531616
2014-03 to 2016-06,2016-01-14,Enhanced short/order-book,-0.00831809392858878
2014-03 to 2016-06,2016-01-15,Enhanced short/order-book,0.015585340991879613
2014-03 to 2016-06,2016-01-19,Enhanced short/order-book,0.003006524686397531
2014-03 to 2016-06,2016-01-20,Enhanced short/order-book,0.007437037305118832
2014-03 to 2016-06,2016-01-21,Enhanced short/order-book,0.0008012456414191383
2014-03 to 2016-06,2016-01-22,Enhanced short/order-book,-0.0037374606326186937
2014-03 to 2016-06,2016-01-25,Enhanced short/order-book,0.001854336600483114
2014-03 to 2016-06,2016-01-26,Enhanced short/order-book,-0.005154972271699129
2014-03 to 2016-06,2016-01-27,Enhanced short/order-book,-0.005184811702718825
2014-03 to 2016-06,2016-01-28,Enhanced short/order-book,-0.0037362175537842997
2014-03 to 2016-06,2016-01-29,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-03,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-04,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-05,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-08,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-09,Enhanced short/order-book,-0.0021510351538981697
2014-03 to 2016-06,2016-02-10,Enhanced short/order-book,-0.0005055452283666884
2014-03 to 2016-06,2016-02-11,Enhanced short/order-book,0.004654016901925512
2014-03 to 2016-06,2016-02-12,Enhanced short/order-book,-0.011088546028855593
2014-03 to 2016-06,2016-02-16,Enhanced short/order-book,-0.001368447259400881
2014-03 to 2016-06,2016-02-17,Enhanced short/order-book,-0.002331588036449147
2014-03 to 2016-06,2016-02-18,Enhanced short/order-book,0.0014696501017048501
2014-03 to 2016-06,2016-02-19,Enhanced short/order-book,0.0034359149400695396
2014-03 to 2016-06,2016-02-22,Enhanced short/order-book,0.001489027714636857
2014-03 to 2016-06,2016-02-23,Enhanced short/order-book,0.0012909273043148358
2014-03 to 2016-06,2016-02-24,Enhanced short/order-book,0.0002967784296094233
2014-03 to 2016-06,2016-02-25,Enhanced short/order-book,0.0002008297329143851
2014-03 to 2016-06,2016-02-26,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-02-29,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-03,Enhanced short/order-book,0.0020576444223107428
2014-03 to 2016-06,2016-03-04,Enhanced short/order-book,0.0011008293514021585
2014-03 to 2016-06,2016-03-07,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-08,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-09,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-10,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-11,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-14,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-15,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-16,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-17,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-18,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-21,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-22,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-23,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-24,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-28,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-29,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-30,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-03-31,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-04,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-05,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-06,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-07,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-08,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-11,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-12,Enhanced short/order-book,0.0059298007246376995
2014-03 to 2016-06,2016-04-13,Enhanced short/order-book,-0.0009505703422053313
2014-03 to 2016-06,2016-04-14,Enhanced short/order-book,-0.002786485545106257
2014-03 to 2016-06,2016-04-15,Enhanced short/order-book,-0.0013003206270039286
2014-03 to 2016-06,2016-04-18,Enhanced short/order-book,0.0007019943840449183
2014-03 to 2016-06,2016-04-19,Enhanced short/order-book,4.944467315818124e-05
2014-03 to 2016-06,2016-04-20,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-21,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-22,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-25,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-26,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-27,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-04-28,Enhanced short/order-book,6.540262522585654e-05
2014-03 to 2016-06,2016-04-29,Enhanced short/order-book,-0.0002186331288888954
2014-03 to 2016-06,2016-05-02,Enhanced short/order-book,0.0034489128164280625
2014-03 to 2016-06,2016-05-03,Enhanced short/order-book,-0.00012294221199680988
2014-03 to 2016-06,2016-05-04,Enhanced short/order-book,-0.0013940800883379088
2014-03 to 2016-06,2016-05-05,Enhanced short/order-book,0.00017096033126607146
2014-03 to 2016-06,2016-05-06,Enhanced short/order-book,-0.00032628438257673704
2014-03 to 2016-06,2016-05-09,Enhanced short/order-book,0.0006764283239062677
2014-03 to 2016-06,2016-05-10,Enhanced short/order-book,0.001541053594496085
2014-03 to 2016-06,2016-05-11,Enhanced short/order-book,-0.0016314319931858346
2014-03 to 2016-06,2016-05-12,Enhanced short/order-book,0.0011793561698021683
2014-03 to 2016-06,2016-05-13,Enhanced short/order-book,0.000998149093380949
2014-03 to 2016-06,2016-05-16,Enhanced short/order-book,0.0020494638533379295
2014-03 to 2016-06,2016-05-17,Enhanced short/order-book,-0.0002552409474543965
2014-03 to 2016-06,2016-05-18,Enhanced short/order-book,-0.00149195198472242
2014-03 to 2016-06,2016-05-19,Enhanced short/order-book,-0.006236299586397484
2014-03 to 2016-06,2016-05-20,Enhanced short/order-book,0.000861436226143033
2014-03 to 2016-06,2016-05-23,Enhanced short/order-book,-0.0009234813996014041
2014-03 to 2016-06,2016-05-24,Enhanced short/order-book,0.000995405004271706
2014-03 to 2016-06,2016-05-25,Enhanced short/order-book,-0.0006732921616922452
2014-03 to 2016-06,2016-05-26,Enhanced short/order-book,-0.00010917030567687835
2014-03 to 2016-06,2016-05-27,Enhanced short/order-book,1.551573426572883e-05
2014-03 to 2016-06,2016-05-31,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-01,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-02,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-03,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-06,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-07,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-08,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-09,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-10,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-13,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-14,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-15,Enhanced short/order-book,0.001740197322686291
2014-03 to 2016-06,2016-06-16,Enhanced short/order-book,-0.0018269824250348394
2014-03 to 2016-06,2016-06-17,Enhanced short/order-book,0.0017227326977580372
2014-03 to 2016-06,2016-06-20,Enhanced short/order-book,-0.005050525358375435
2014-03 to 2016-06,2016-06-21,Enhanced short/order-book,-0.000625585419148726
2014-03 to 2016-06,2016-06-22,Enhanced short/order-book,0.0010394249216813605
2014-03 to 2016-06,2016-06-23,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-24,Enhanced short/order-book,0.0
2014-03 to 2016-06,2016-06-27,Enhanced short/order-book,0.0019495530241020421
2014-03 to 2016-06,2016-06-28,Enhanced short/order-book,-0.002975134254642903
2014-03 to 2016-06,2016-06-29,Enhanced short/order-book,-0.0032788577824400134
2014-03 to 2016-06,2016-06-30,Enhanced short/order-book,-0.000790364374332555
2014-03 to 2016-06,2016-07-01,Enhanced short/order-book,-0.0006969263759828426
2014-03 to 2016-06,2016-07-05,Enhanced short/order-book,-0.0035816922407833456
2014-03 to 2016-06,2016-07-06,Enhanced short/order-book,0.0012395004827666263
2014-03 to 2016-06,2016-07-07,Enhanced short/order-book,-0.002453527729497862
2014-03 to 2016-06,2016-07-08,Enhanced short/order-book,0.0039836129249577225
2014-03 to 2016-06,2016-07-11,Enhanced short/order-book,0.0006658272787318267
2014-03 to 2016-06,2016-07-12,Enhanced short/order-book,0.0005135241596638842
2014-03 to 2016-06,2016-07-13,Enhanced short/order-book,0.0002054634959534931
