episode,date,series,return
2014-03 to 2016-06,2015-08-06,US P&C insurance benchmark (KIE proxy),-0.0074025974025973
2014-03 to 2016-06,2015-08-07,US P&C insurance benchmark (KIE proxy),0.0008441204897586818
2014-03 to 2016-06,2015-08-10,US P&C insurance benchmark (KIE proxy),0.01518135392374731
2014-03 to 2016-06,2015-08-11,US P&C insurance benchmark (KIE proxy),0.0
2014-03 to 2016-06,2015-08-12,US P&C insurance benchmark (KIE proxy),-0.005952652939148262
2014-03 to 2016-06,2015-08-13,US P&C insurance benchmark (KIE proxy),0.004040952778938456
2014-03 to 2016-06,2015-08-14,US P&C insurance benchmark (KIE proxy),0.007766359924583854
2014-03 to 2016-06,2015-08-17,US P&C insurance benchmark (KIE proxy),0.0033039693061249764
2014-03 to 2016-06,2015-08-18,US P&C insurance benchmark (KIE proxy),0.0004116361301265137
2014-03 to 2016-06,2015-08-19,US P&C insurance benchmark (KIE proxy),-0.008229335110869873
2014-03 to 2016-06,2015-08-20,US P&C insurance benchmark (KIE proxy),-0.01797679155966181
2014-03 to 2016-06,2015-08-21,US P&C insurance benchmark (KIE proxy),-0.023236163920574593
2014-03 to 2016-06,2015-08-24,US P&C insurance benchmark (KIE proxy),-0.03589965397923889
2014-03 to 2016-06,2015-08-25,US P&C insurance benchmark (KIE proxy),-0.01211305518169592
2014-03 to 2016-06,2015-08-26,US P&C insurance benchmark (KIE proxy),0.020585831062670312
2014-03 to 2016-06,2015-08-27,US P&C insurance benchmark (KIE proxy),0.02032189309091237
2014-03 to 2016-06,2015-08-28,US P&C insurance benchmark (KIE proxy),-0.004954208460531961
2014-03 to 2016-06,2015-08-31,US P&C insurance benchmark (KIE proxy),1.3148437089105514e-05
2014-03 to 2016-06,2015-09-01,US P&C insurance benchmark (KIE proxy),-0.023083969197999932
2014-03 to 2016-06,2015-09-02,US P&C insurance benchmark (KIE proxy),0.014504262000897494
2014-03 to 2016-06,2015-09-03,US P&C insurance benchmark (KIE proxy),0.00339180924500182
2014-03 to 2016-06,2015-09-04,US P&C insurance benchmark (KIE proxy),-0.015130013221683503
2014-03 to 2016-06,2015-09-08,US P&C insurance benchmark (KIE proxy),0.019537560355667782
2014-03 to 2016-06,2015-09-09,US P&C insurance benchmark (KIE proxy),-0.007312373536757066
2014-03 to 2016-06,2015-09-10,US P&C insurance benchmark (KIE proxy),0.0038290289918510023
2014-03 to 2016-06,2015-09-11,US P&C insurance benchmark (KIE proxy),0.004994868587386181
2014-03 to 2016-06,2015-09-14,US P&C insurance benchmark (KIE proxy),-0.0035062037893298648
2014-03 to 2016-06,2015-09-15,US P&C insurance benchmark (KIE proxy),0.010700761324202723
2014-03 to 2016-06,2015-09-16,US P&C insurance benchmark (KIE proxy),0.004208006962575839
2014-03 to 2016-06,2015-09-17,US P&C insurance benchmark (KIE proxy),-0.00736673787846609
2014-03 to 2016-06,2015-09-18,US P&C insurance benchmark (KIE proxy),-0.019208353887727125
2014-03 to 2016-06,2015-09-21,US P&C insurance benchmark (KIE proxy),0.009792270337877884
2014-03 to 2016-06,2015-09-22,US P&C insurance benchmark (KIE proxy),-0.009551851966130176
2014-03 to 2016-06,2015-09-23,US P&C insurance benchmark (KIE proxy),-0.00029817534490428343
2014-03 to 2016-06,2015-09-24,US P&C insurance benchmark (KIE proxy),0.0014868696941234827
2014-03 to 2016-06,2015-09-25,US P&C insurance benchmark (KIE proxy),0.006516511310547868
2014-03 to 2016-06,2015-09-28,US P&C insurance benchmark (KIE proxy),-0.018548533120172572
2014-03 to 2016-06,2015-09-29,US P&C insurance benchmark (KIE proxy),0.0048012671385437855
2014-03 to 2016-06,2015-09-30,US P&C insurance benchmark (KIE proxy),0.00791312136139699
2014-03 to 2016-06,2015-10-01,US P&C insurance benchmark (KIE proxy),-0.003705563232281661
2014-03 to 2016-06,2015-10-02,US P&C insurance benchmark (KIE proxy),0.004013682196643442
2014-03 to 2016-06,2015-10-05,US P&C insurance benchmark (KIE proxy),0.016434729693114658
2014-03 to 2016-06,2015-10-06,US P&C insurance benchmark (KIE proxy),0.0
2014-03 to 2016-06,2015-10-07,US P&C insurance benchmark (KIE proxy),0.010636577766318878
2014-03 to 2016-06,2015-10-08,US P&C insurance benchmark (KIE proxy),0.009365797973770684
2014-03 to 2016-06,2015-10-09,US P&C insurance benchmark (KIE proxy),-0.003996864196579075
2014-03 to 2016-06,2015-10-12,US P&C insurance benchmark (KIE proxy),0.0022924731182798475
2014-03 to 2016-06,2015-10-13,US P&C insurance benchmark (KIE proxy),-0.006290954500006496
2014-03 to 2016-06,2015-10-14,US P&C insurance benchmark (KIE proxy),-0.008351794513035249
2014-03 to 2016-06,2015-10-15,US P&C insurance benchmark (KIE proxy),0.015533481685994666
2014-03 to 2016-06,2015-10-16,US P&C insurance benchmark (KIE proxy),0.003846483704974313
2014-03 to 2016-06,2015-10-19,US P&C insurance benchmark (KIE proxy),0.0008671619029718691
2014-03 to 2016-06,2015-10-20,US P&C insurance benchmark (KIE proxy),0.006969696969696848
2014-03 to 2016-06,2015-10-21,US P&C insurance benchmark (KIE proxy),-0.006073758227971404
2014-03 to 2016-06,2015-10-22,US P&C insurance benchmark (KIE proxy),0.0072494669509592935
2014-03 to 2016-06,2015-10-23,US P&C insurance benchmark (KIE proxy),0.00832768839966147
2014-03 to 2016-06,2015-10-26,US P&C insurance benchmark (KIE proxy),-0.001960809012164
2014-03 to 2016-06,2015-10-27,US P&C insurance benchmark (KIE proxy),-0.009537231804795931
2014-03 to 2016-06,2015-10-28,US P&C insurance benchmark (KIE proxy),0.0198230494450653
2014-03 to 2016-06,2015-10-29,US P&C insurance benchmark (KIE proxy),0.0022199083715117585
2014-03 to 2016-06,2015-10-30,US P&C insurance benchmark (KIE proxy),-0.014403676968661738
2014-03 to 2016-06,2015-11-02,US P&C insurance benchmark (KIE proxy),0.011662668077768057
2014-03 to 2016-06,2015-11-03,US P&C insurance benchmark (KIE proxy),-0.0004167830185928256
2014-03 to 2016-06,2015-11-04,US P&C insurance benchmark (KIE proxy),-0.005420438388378579
2014-03 to 2016-06,2015-11-05,US P&C insurance benchmark (KIE proxy),0.00447317561930638
2014-03 to 2016-06,2015-11-06,US P&C insurance benchmark (KIE proxy),0.009737061769616195
2014-03 to 2016-06,2015-11-09,US P&C insurance benchmark (KIE proxy),-0.008952891916357175
2014-03 to 2016-06,2015-11-10,US P&C insurance benchmark (KIE proxy),0.003753644162874936
2014-03 to 2016-06,2015-11-11,US P&C insurance benchmark (KIE proxy),-0.0012465356696181873
2014-03 to 2016-06,2015-11-12,US P&C insurance benchmark (KIE proxy),-0.019553432875561105
2014-03 to 2016-06,2015-11-13,US P&C insurance benchmark (KIE proxy),-0.0024059371910365446
2014-03 to 2016-06,2015-11-16,US P&C insurance benchmark (KIE proxy),0.01049340706082491
2014-03 to 2016-06,2015-11-17,US P&C insurance benchmark (KIE proxy),-0.0039315224757643374
2014-03 to 2016-06,2015-11-18,US P&C insurance benchmark (KIE proxy),0.014934518854090362
2014-03 to 2016-06,2015-11-19,US P&C insurance benchmark (KIE proxy),0.0008327538754284713
2014-03 to 2016-06,2015-11-20,US P&C insurance benchmark (KIE proxy),0.003465533954328137
2014-03 to 2016-06,2015-11-23,US P&C insurance benchmark (KIE proxy),0.0002777777777778212
2014-03 to 2016-06,2015-11-24,US P&C insurance benchmark (KIE proxy),0.0005512564917704577
2014-03 to 2016-06,2015-11-25,US P&C insurance benchmark (KIE proxy),-0.0026222038111018975
2014-03 to 2016-06,2015-11-27,US P&C insurance benchmark (KIE proxy),0.0023508205028095475
2014-03 to 2016-06,2015-11-30,US P&C insurance benchmark (KIE proxy),-0.0004143652132113651
2014-03 to 2016-06,2015-12-01,US P&C insurance benchmark (KIE proxy),0.00967529318128113
2014-03 to 2016-06,2015-12-02,US P&C insurance benchmark (KIE proxy),-0.008761449621664474
2014-03 to 2016-06,2015-12-03,US P&C insurance benchmark (KIE proxy),-0.01394175609796533
2014-03 to 2016-06,2015-12-04,US P&C insurance benchmark (KIE proxy),0.019179474685697695
2014-03 to 2016-06,2015-12-07,US P&C insurance benchmark (KIE proxy),-0.00645419213379872
2014-03 to 2016-06,2015-12-08,US P&C insurance benchmark (KIE proxy),-0.009955738446157936
2014-03 to 2016-06,2015-12-09,US P&C insurance benchmark (KIE proxy),-0.015255565285523298
2014-03 to 2016-06,2015-12-10,US P&C insurance benchmark (KIE proxy),-0.0016721554211025502
2014-03 to 2016-06,2015-12-11,US P&C insurance benchmark (KIE proxy),-0.015909952990414644
2014-03 to 2016-06,2015-12-14,US P&C insurance benchmark (KIE proxy),-0.005339974014724969
2014-03 to 2016-06,2015-12-15,US P&C insurance benchmark (KIE proxy),0.01334976291761536
2014-03 to 2016-06,2015-12-16,US P&C insurance benchmark (KIE proxy),0.005014329725479438
2014-03 to 2016-06,2015-12-17,US P&C insurance benchmark (KIE proxy),-0.014822573749465606
2014-03 to 2016-06,2015-12-18,US P&C insurance benchmark (KIE proxy),-0.021698281062174307
2014-03 to 2016-06,2015-12-21,US P&C insurance benchmark (KIE proxy),0.009909817994703696
2014-03 to 2016-06,2015-12-22,US P&C insurance benchmark (KIE proxy),0.010686660780877322
2014-03 to 2016-06,2015-12-23,US P&C insurance benchmark (KIE proxy),0.01115601912212072
2014-03 to 2016-06,2015-12-24,US P&C insurance benchmark (KIE proxy),0.004869620530629559
2014-03 to 2016-06,2015-12-28,US P&C insurance benchmark (KIE proxy),-0.0011420017108639824
2014-03 to 2016-06,2015-12-29,US P&C insurance benchmark (KIE proxy),0.009420510163445917
2014-03 to 2016-06,2015-12-30,US P&C insurance benchmark (KIE proxy),-0.006078911310677615
2014-03 to 2016-06,2015-12-31,US P&C insurance benchmark (KIE proxy),-0.011237729406743613
2014-03 to 2016-06,2016-01-04,US P&C insurance benchmark (KIE proxy),-0.016692062313579337
2014-03 to 2016-06,2016-01-05,US P&C insurance benchmark (KIE proxy),0.004389815627743543
2014-03 to 2016-06,2016-01-06,US P&C insurance benchmark (KIE proxy),-0.01573426573426584
2014-03 to 2016-06,2016-01-07,US P&C insurance benchmark (KIE proxy),-0.022646536412077922
2014-03 to 2016-06,2016-01-08,US P&C insurance benchmark (KIE proxy),-0.009845524761472269
2014-03 to 2016-06,2016-01-11,US P&C insurance benchmark (KIE proxy),-0.0016794152331223167
2014-03 to 2016-06,2016-01-12,US P&C insurance benchmark (KIE proxy),0.0030611259979687055
2014-03 to 2016-06,2016-01-13,US P&C insurance benchmark (KIE proxy),-0.018329033647523363
2014-03 to 2016-06,2016-01-14,US P&C insurance benchmark (KIE proxy),0.00980241139320226
2014-03 to 2016-06,2016-01-15,US P&C insurance benchmark (KIE proxy),-0.014172595027110768
2014-03 to 2016-06,2016-01-19,US P&C insurance benchmark (KIE proxy),-0.004688957972869612
2014-03 to 2016-06,2016-01-20,US P&C insurance benchmark (KIE proxy),-0.01382221447516585
2014-03 to 2016-06,2016-01-21,US P&C insurance benchmark (KIE proxy),0.0009554155341011672
2014-03 to 2016-06,2016-01-22,US P&C insurance benchmark (KIE proxy),0.017343330167563398
2014-03 to 2016-06,2016-01-25,US P&C insurance benchmark (KIE proxy),-0.017671590818466476
2014-03 to 2016-06,2016-01-26,US P&C insurance benchmark (KIE proxy),0.013213944603629457
2014-03 to 2016-06,2016-01-27,US P&C insurance benchmark (KIE proxy),-0.0025168852837625932
2014-03 to 2016-06,2016-01-28,US P&C insurance benchmark (KIE proxy),0.011184456110342245
2014-03 to 2016-06,2016-01-29,US P&C insurance benchmark (KIE proxy),0.022116822429906424
2014-03 to 2016-06,2016-02-01,US P&C insurance benchmark (KIE proxy),-0.002285891932173101
2014-03 to 2016-06,2016-02-02,US P&C insurance benchmark (KIE proxy),-0.017412581965147056
2014-03 to 2016-06,2016-02-03,US P&C insurance benchmark (KIE proxy),0.00046634613142537695
2014-03 to 2016-06,2016-02-04,US P&C insurance benchmark (KIE proxy),0.00015848377638882916
2014-03 to 2016-06,2016-02-05,US P&C insurance benchmark (KIE proxy),-0.006837025264835761
2014-03 to 2016-06,2016-02-08,US P&C insurance benchmark (KIE proxy),-0.009699671515720376
2014-03 to 2016-06,2016-02-09,US P&C insurance benchmark (KIE proxy),-0.0017343259111131104
2014-03 to 2016-06,2016-02-10,US P&C insurance benchmark (KIE proxy),-0.004908220081930592
2014-03 to 2016-06,2016-02-11,US P&C insurance benchmark (KIE proxy),-0.020669455667762016
2014-03 to 2016-06,2016-02-12,US P&C insurance benchmark (KIE proxy),0.026950803701899728
2014-03 to 2016-06,2016-02-16,US P&C insurance benchmark (KIE proxy),0.010752586170096556
2014-03 to 2016-06,2016-02-17,US P&C insurance benchmark (KIE proxy),0.013294228061942803
2014-03 to 2016-06,2016-02-18,US P&C insurance benchmark (KIE proxy),0.001546776083322099
2014-03 to 2016-06,2016-02-19,US P&C insurance benchmark (KIE proxy),0.0006149805564417132
2014-03 to 2016-06,2016-02-22,US P&C insurance benchmark (KIE proxy),0.006931608133087019
2014-03 to 2016-06,2016-02-23,US P&C insurance benchmark (KIE proxy),-0.011014226709499808
2014-03 to 2016-06,2016-02-24,US P&C insurance benchmark (KIE proxy),0.002631090487239085
2014-03 to 2016-06,2016-02-25,US P&C insurance benchmark (KIE proxy),0.011570485081016546
2014-03 to 2016-06,2016-02-26,US P&C insurance benchmark (KIE proxy),0.0018301024399840493
2014-03 to 2016-06,2016-02-29,US P&C insurance benchmark (KIE proxy),-0.00959048623765213
2014-03 to 2016-06,2016-03-01,US P&C insurance benchmark (KIE proxy),0.025665500053027923
2014-03 to 2016-06,2016-03-02,US P&C insurance benchmark (KIE proxy),0.005246523672296721
2014-03 to 2016-06,2016-03-03,US P&C insurance benchmark (KIE proxy),0.005366726296959001
2014-03 to 2016-06,2016-03-04,US P&C insurance benchmark (KIE proxy),0.00177935943060481
2014-03 to 2016-06,2016-03-07,US P&C insurance benchmark (KIE proxy),0.00029751332149219323
2014-03 to 2016-06,2016-03-08,US P&C insurance benchmark (KIE proxy),-0.011692791221084464
2014-03 to 2016-06,2016-03-09,US P&C insurance benchmark (KIE proxy),0.003296905669869288
2014-03 to 2016-06,2016-03-10,US P&C insurance benchmark (KIE proxy),0.0002954778458770235
2014-03 to 2016-06,2016-03-11,US P&C insurance benchmark (KIE proxy),0.023872928349885747
2014-03 to 2016-06,2016-03-14,US P&C insurance benchmark (KIE proxy),-0.004371259840798669
2014-03 to 2016-06,2016-03-15,US P&C insurance benchmark (KIE proxy),-0.0013171354937282498
2014-03 to 2016-06,2016-03-16,US P&C insurance benchmark (KIE proxy),0.004686394070348543
2014-03 to 2016-06,2016-03-17,US P&C insurance benchmark (KIE proxy),0.013275982024477884
2014-03 to 2016-06,2016-03-18,US P&C insurance benchmark (KIE proxy),0.00014250735208376497
2014-03 to 2016-06,2016-03-21,US P&C insurance benchmark (KIE proxy),0.0024481865284975424
2014-03 to 2016-06,2016-03-22,US P&C insurance benchmark (KIE proxy),-0.003161517356041088
2014-03 to 2016-06,2016-03-23,US P&C insurance benchmark (KIE proxy),-0.007431956548979879
2014-03 to 2016-06,2016-03-24,US P&C insurance benchmark (KIE proxy),-0.011375063666400842
2014-03 to 2016-06,2016-03-28,US P&C insurance benchmark (KIE proxy),0.009687362395420562
2014-03 to 2016-06,2016-03-29,US P&C insurance benchmark (KIE proxy),0.004217182730047897
2014-03 to 2016-06,2016-03-30,US P&C insurance benchmark (KIE proxy),0.00709176738308126
2014-03 to 2016-06,2016-03-31,US P&C insurance benchmark (KIE proxy),-0.00474342388960769
2014-03 to 2016-06,2016-04-01,US P&C insurance benchmark (KIE proxy),0.009822357019064087
2014-03 to 2016-06,2016-04-04,US P&C insurance benchmark (KIE proxy),-0.011872122608520108
2014-03 to 2016-06,2016-04-05,US P&C insurance benchmark (KIE proxy),-0.013460703430308474
2014-03 to 2016-06,2016-04-06,US P&C insurance benchmark (KIE proxy),-0.0007350352112674985
2014-03 to 2016-06,2016-04-07,US P&C insurance benchmark (KIE proxy),-0.014535331868054335
2014-03 to 2016-06,2016-04-08,US P&C insurance benchmark (KIE proxy),0.0037276575203479823
2014-03 to 2016-06,2016-04-11,US P&C insurance benchmark (KIE proxy),0.00222650701127014
2014-03 to 2016-06,2016-04-12,US P&C insurance benchmark (KIE proxy),0.014364611426819662
2014-03 to 2016-06,2016-04-13,US P&C insurance benchmark (KIE proxy),0.01606219886114757
2014-03 to 2016-06,2016-04-14,US P&C insurance benchmark (KIE proxy),-0.001151025792461735
2014-03 to 2016-06,2016-04-15,US P&C insurance benchmark (KIE proxy),0.000574018126887843
2014-03 to 2016-06,2016-04-18,US P&C insurance benchmark (KIE proxy),0.005322797013367353
2014-03 to 2016-06,2016-04-19,US P&C insurance benchmark (KIE proxy),0.00300342819875854
2014-03 to 2016-06,2016-04-20,US P&C insurance benchmark (KIE proxy),0.006985588213905158
2014-03 to 2016-06,2016-04-21,US P&C insurance benchmark (KIE proxy),-0.015293118096856295
2014-03 to 2016-06,2016-04-22,US P&C insurance benchmark (KIE proxy),0.010353753235547991
2014-03 to 2016-06,2016-04-25,US P&C insurance benchmark (KIE proxy),-0.004696840307429673
2014-03 to 2016-06,2016-04-26,US P&C insurance benchmark (KIE proxy),0.004290004290004257
2014-03 to 2016-06,2016-04-27,US P&C insurance benchmark (KIE proxy),0.001567706108500655
2014-03 to 2016-06,2016-04-28,US P&C insurance benchmark (KIE proxy),-0.01364797604780199
2014-03 to 2016-06,2016-04-29,US P&C insurance benchmark (KIE proxy),0.006338993457777997
2014-03 to 2016-06,2016-05-02,US P&C insurance benchmark (KIE proxy),0.014609015481259924
2014-03 to 2016-06,2016-05-03,US P&C insurance benchmark (KIE proxy),-0.0047981434191750605
2014-03 to 2016-06,2016-05-04,US P&C insurance benchmark (KIE proxy),-0.0058170212765954465
2014-03 to 2016-06,2016-05-05,US P&C insurance benchmark (KIE proxy),0.003569701198032682
2014-03 to 2016-06,2016-05-06,US P&C insurance benchmark (KIE proxy),-0.00127949775448144
2014-03 to 2016-06,2016-05-09,US P&C insurance benchmark (KIE proxy),0.0014220620326521605
2014-03 to 2016-06,2016-05-10,US P&C insurance benchmark (KIE proxy),0.014213219616204587
2014-03 to 2016-06,2016-05-11,US P&C insurance benchmark (KIE proxy),-0.006866162391257702
2014-03 to 2016-06,2016-05-12,US P&C insurance benchmark (KIE proxy),0.0038103302286198737
2014-03 to 2016-06,2016-05-13,US P&C insurance benchmark (KIE proxy),-0.004778574441164141
2014-03 to 2016-06,2016-05-16,US P&C insurance benchmark (KIE proxy),0.0022715040662466546
2014-03 to 2016-06,2016-05-17,US P&C insurance benchmark (KIE proxy),-0.007200754324469427
2014-03 to 2016-06,2016-05-18,US P&C insurance benchmark (KIE proxy),0.01732112436115818
2014-03 to 2016-06,2016-05-19,US P&C insurance benchmark (KIE proxy),-0.008096555823951967
2014-03 to 2016-06,2016-05-20,US P&C insurance benchmark (KIE proxy),0.009707385632225174
2014-03 to 2016-06,2016-05-23,US P&C insurance benchmark (KIE proxy),-0.004598027864048948
2014-03 to 2016-06,2016-05-24,US P&C insurance benchmark (KIE proxy),0.014979024326741808
2014-03 to 2016-06,2016-05-25,US P&C insurance benchmark (KIE proxy),0.0022052130740586318
2014-03 to 2016-06,2016-05-26,US P&C insurance benchmark (KIE proxy),-0.0044007216192673
2014-03 to 2016-06,2016-05-27,US P&C insurance benchmark (KIE proxy),0.008293008579117522
2014-03 to 2016-06,2016-05-31,US P&C insurance benchmark (KIE proxy),0.0015051384439497273
2014-03 to 2016-06,2016-06-01,US P&C insurance benchmark (KIE proxy),0.0004106219690966917
2014-03 to 2016-06,2016-06-02,US P&C insurance benchmark (KIE proxy),0.00027500379669409547
2014-03 to 2016-06,2016-06-03,US P&C insurance benchmark (KIE proxy),-0.010393926959376243
2014-03 to 2016-06,2016-06-06,US P&C insurance benchmark (KIE proxy),0.0038686885021581574
2014-03 to 2016-06,2016-06-07,US P&C insurance benchmark (KIE proxy),-0.0008261049153243105
2014-03 to 2016-06,2016-06-08,US P&C insurance benchmark (KIE proxy),0.003584125671765248
2014-03 to 2016-06,2016-06-09,US P&C insurance benchmark (KIE proxy),-0.004671145584037251
2014-03 to 2016-06,2016-06-10,US P&C insurance benchmark (KIE proxy),-0.011173970442779013
2014-03 to 2016-06,2016-06-13,US P&C insurance benchmark (KIE proxy),-0.012832049151854541
2014-03 to 2016-06,2016-06-14,US P&C insurance benchmark (KIE proxy),-0.007491510045915528
2014-03 to 2016-06,2016-06-15,US P&C insurance benchmark (KIE proxy),-0.00483981204613404
2014-03 to 2016-06,2016-06-16,US P&C insurance benchmark (KIE proxy),0.004292453437611199
2014-03 to 2016-06,2016-06-17,US P&C insurance benchmark (KIE proxy),-0.004133061500126045
2014-03 to 2016-06,2016-06-20,US P&C insurance benchmark (KIE proxy),0.006725321888412239
2014-03 to 2016-06,2016-06-21,US P&C insurance benchmark (KIE proxy),0.004830176452783164
2014-03 to 2016-06,2016-06-22,US P&C insurance benchmark (KIE proxy),0.0008485362749257597
2014-03 to 2016-06,2016-06-23,US P&C insurance benchmark (KIE proxy),0.01907587961000412
2014-03 to 2016-06,2016-06-24,US P&C insurance benchmark (KIE proxy),-0.04908485856905165
2014-03 to 2016-06,2016-06-27,US P&C insurance benchmark (KIE proxy),-0.0313517060367452
2014-03 to 2016-06,2016-06-28,US P&C insurance benchmark (KIE proxy),0.023483401299716045
2014-03 to 2016-06,2016-06-29,US P&C insurance benchmark (KIE proxy),0.020738374376193747
2014-03 to 2016-06,2016-06-30,US P&C insurance benchmark (KIE proxy),0.02463980495649154
2014-03 to 2016-06,2016-07-01,US P&C insurance benchmark (KIE proxy),-0.0026705142321955533
2014-03 to 2016-06,2016-07-05,US P&C insurance benchmark (KIE proxy),-0.01734348561759702
2014-03 to 2016-06,2016-07-06,US P&C insurance benchmark (KIE proxy),0.0027249246663794136
2014-03 to 2016-06,2016-07-07,US P&C insurance benchmark (KIE proxy),-0.0011419592758430408
2014-03 to 2016-06,2016-07-08,US P&C insurance benchmark (KIE proxy),0.01575642441772973
2014-03 to 2016-06,2016-07-11,US P&C insurance benchmark (KIE proxy),0.004231317674637136
2014-03 to 2016-06,2016-07-12,US P&C insurance benchmark (KIE proxy),0.006602537363114225
2014-03 to 2016-06,2016-07-13,US P&C insurance benchmark (KIE proxy),-0.0015362076182502404
2014-03 to 2016-06,2016-07-14,US P&C insurance benchmark (KIE proxy),0.006150092440039723
2014-03 to 2016-06,2016-07-15,US P&C insurance benchmark (KIE proxy),-0.0025000000000000577
2014-03 to 2016-06,2016-07-18,US P&C insurance benchmark (KIE proxy),-0.0027861319966583364
2014-03 to 2016-06,2016-07-19,US P&C insurance benchmark (KIE proxy),-0.0006953374690554792
2014-03 to 2016-06,2016-07-20,US P&C insurance benchmark (KIE proxy),0.004049176960770007
2014-03 to 2016-06,2016-07-21,US P&C insurance benchmark (KIE proxy),-0.002225163129923491
2014-03 to 2016-06,2016-07-22,US P&C insurance benchmark (KIE proxy),0.008368200836819994
2014-03 to 2016-06,2016-07-25,US P&C insurance benchmark (KIE proxy),-0.0027676348547717167
2014-03 to 2016-06,2016-07-26,US P&C insurance benchmark (KIE proxy),0.0005575597192231108
2014-03 to 2016-06,2016-07-27,US P&C insurance benchmark (KIE proxy),-0.002773769373760171
2014-03 to 2016-06,2016-07-28,US P&C insurance benchmark (KIE proxy),0.004866555462885502
2014-03 to 2016-06,2016-07-29,US P&C insurance benchmark (KIE proxy),-0.005536027754837747
2014-03 to 2016-06,2016-08-01,US P&C insurance benchmark (KIE proxy),-0.005007657542992816
2014-03 to 2016-06,2016-08-02,US P&C insurance benchmark (KIE proxy),-0.003913048948761322
2014-03 to 2016-06,2016-08-03,US P&C insurance benchmark (KIE proxy),0.012913684210526188
2014-03 to 2016-06,2016-08-04,US P&C insurance benchmark (KIE proxy),-0.005960917332800908
2014-03 to 2016-06,2016-08-05,US P&C insurance benchmark (KIE proxy),0.01324367611329258
2014-03 to 2016-06,2016-08-08,US P&C insurance benchmark (KIE proxy),0.002199752373091002
2014-03 to 2016-06,2016-08-09,US P&C insurance benchmark (KIE proxy),0.0017872364958633202
2014-03 to 2016-06,2016-08-10,US P&C insurance benchmark (KIE proxy),-0.0034283318329242363
2014-03 to 2016-06,2016-08-11,US P&C insurance benchmark (KIE proxy),0.0
2014-03 to 2016-06,2016-08-12,US P&C insurance benchmark (KIE proxy),-0.004949821187709591
2014-03 to 2016-06,2016-08-15,US P&C insurance benchmark (KIE proxy),0.006632591726670967
2014-03 to 2016-06,2016-08-16,US P&C insurance benchmark (KIE proxy),-0.00260672972783782
2014-03 to 2016-06,2016-08-17,US P&C insurance benchmark (KIE proxy),-0.0002890173410402541
2014-03 to 2016-06,2016-08-18,US P&C insurance benchmark (KIE proxy),0.003456820716144282
2014-03 to 2016-06,2016-08-19,US P&C insurance benchmark (KIE proxy),-0.00041157852712503384
2014-03 to 2016-06,2016-08-22,US P&C insurance benchmark (KIE proxy),0.0013711208192135338
2014-03 to 2016-06,2016-08-23,US P&C insurance benchmark (KIE proxy),0.00013569078947361923
2014-03 to 2016-06,2016-08-24,US P&C insurance benchmark (KIE proxy),0.0016445136967435658
2014-03 to 2016-06,2016-08-25,US P&C insurance benchmark (KIE proxy),0.007388161702232221
2014-03 to 2016-06,2016-08-26,US P&C insurance benchmark (KIE proxy),0.0
2014-03 to 2016-06,2016-08-29,US P&C insurance benchmark (KIE proxy),0.011070230979534301
2014-03 to 2016-06,2016-08-30,US P&C insurance benchmark (KIE proxy),0.006782188192625327
2014-03 to 2016-06,2016-08-31,US P&C insurance benchmark (KIE proxy),-0.0009326229921585716
2014-03 to 2016-06,2016-09-01,US P&C insurance benchmark (KIE proxy),-0.004006410256410353
2014-03 to 2016-06,2016-09-02,US P&C insurance benchmark (KIE proxy),0.007510056315366276
2014-03 to 2016-06,2016-09-06,US P&C insurance benchmark (KIE proxy),-0.0014652628889234576
2014-03 to 2016-06,2016-09-07,US P&C insurance benchmark (KIE proxy),0.0034666133546579214
2014-03 to 2016-06,2016-09-08,US P&C insurance benchmark (KIE proxy),-0.0043830463766151295
2014-03 to 2016-06,2016-09-09,US P&C insurance benchmark (KIE proxy),-0.014807877790984803
2014-03 to 2016-06,2016-09-12,US P&C insurance benchmark (KIE proxy),0.009883534348632983
2014-03 to 2016-06,2016-09-13,US P&C insurance benchmark (KIE proxy),-0.011395816572807749
2014-03 to 2016-06,2016-09-14,US P&C insurance benchmark (KIE proxy),-0.005562178811638563
2014-03 to 2016-06,2016-09-15,US P&C insurance benchmark (KIE proxy),0.010364157119476358
2014-03 to 2016-06,2016-09-16,US P&C insurance benchmark (KIE proxy),-0.014307524713181419
2014-03 to 2016-06,2016-09-19,US P&C insurance benchmark (KIE proxy),0.005616269515201333
2014-03 to 2016-06,2016-09-20,US P&C insurance benchmark (KIE proxy),0.0006781959986437158
2014-03 to 2016-06,2016-09-21,US P&C insurance benchmark (KIE proxy),0.013338341505636064
2014-03 to 2016-06,2016-09-22,US P&C insurance benchmark (KIE proxy),0.00550765511684137
2014-03 to 2016-06,2016-09-23,US P&C insurance benchmark (KIE proxy),-0.012421514062356254
2014-03 to 2016-06,2016-09-26,US P&C insurance benchmark (KIE proxy),-0.009469827603695191
2014-03 to 2016-06,2016-09-27,US P&C insurance benchmark (KIE proxy),0.00737303027448144
2014-03 to 2016-06,2016-09-28,US P&C insurance benchmark (KIE proxy),0.008811342926732024
2014-03 to 2016-06,2016-09-29,US P&C insurance benchmark (KIE proxy),-0.01141878274889152
2014-03 to 2016-06,2016-09-30,US P&C insurance benchmark (KIE proxy),-0.023493019826314132
2014-03 to 2016-06,2014-06-02,SPY,-0.00038583402532677
2014-03 to 2016-06,2014-06-03,SPY,-0.0004924959174681387
